alpha,c_l,c_d,c_m,converged
0.0,-0.0,0.03333,0.0,1.0
0.5,0.0406,0.03336,0.002077,1.0
1.0,0.08105,0.0335,0.00417,1.0
1.5,0.12115,0.03372,0.00628,1.0
2.0,0.161,0.03406,0.00845,1.0
2.5,0.2006,0.03452,0.010704,1.0
3.0,0.2397,0.03513,0.01306,1.0
