alpha,Clx,Cly,Clz,Cmx,Cmy,Cmz,CDiff
-15.0078125,-0.012741979049480998,0.0,-0.07835021655780686,-0.0,0.0020593447184919064,-0.0,0.008245126750052583
-14.0,-0.011131805882618221,0.0,-0.07356386815632089,-0.0,0.001933541092994712,-0.0,0.007203209964695949
-12.9921875,-0.00962404625432035,0.0,-0.06868786514517321,-0.0,0.0018053809998959372,-0.0,0.0062275633092076085
-12.0,-0.008220537718869481,0.0,-0.06372815006324363,-0.0,0.001675020631949022,-0.0,0.005319375834982869
-10.9921875,-0.006922990776448058,0.0,-0.05869076747195675,-0.0,0.0015426188634518518,-0.0,0.004479754378781868
-10.0,-0.00573298678849827,0.0,-0.0535818565885841,-0.0,0.0014083370566216609,-0.0,0.0037097222137930427
-8.9921875,-0.004651976050466912,0.0,-0.04840764380418589,-0.0,0.0012723388649377597,-0.0,0.0030102178025375936
-7.99609375,-0.003681276024284505,0.0,-0.043174435095311686,-0.0,0.0011347900336919044,-0.0,0.0023820936531355956
-6.99609375,-0.0028220697327328544,0.0,-0.037888608338707656,-0.0,0.000995858197989263,-0.0,0.0018261152803274467
-5.99609375,-0.002075404317657793,0.0,-0.03255660553839676,-0.0,0.0008557126784462118,-0.0,0.0013429602725168457
-4.99609375,-0.001442189763784354,0.0,-0.027184924974604813,-0.0,0.0007145242748339665,-0.0,0.0009332174659724271
-3.994140625,-0.0009231977896896358,0.0,-0.021780113284101257,-0.0,0.0005724650579194879,-0.0,0.0005973862271943928
-2.994140625,-0.0005190609072850079,0.0,-0.016348757481606118,-0.0,0.0004297081597574207,-0.0,0.00033587584432078583
-1.994140625,-0.0002302716509538549,0.0,-0.010897476931987109,-0.0,0.0002864275626885799,-0.0,0.00014900502831510624
-0.99365234375,-5.7181977284374974e-5,0.0,-0.005432915283030587,-0.0,0.0001427978873021786,-0.0,3.7001524543199275e-5
0.006839752197265625,-2.7101555436766227e-9,0.0,3.740810452159433e-5,-0.0,-9.832287115441632e-7,-0.0,1.7536974345348396e-9
1.0078125,-5.8803913512972636e-5,0.0,0.0055094039078231825,-0.0,-0.0001448083022367069,-0.0,3.805105301388324e-5
2.0078125,-0.00023351354670613915,0.0,0.010973825699705696,-0.0,-0.00028843430164186156,-0.0,0.00015110280616297737
3.0078125,-0.0005239188115602293,0.0,0.016424873343595953,-0.0,-0.0004317087770533101,-0.0,0.00033901931491772143
4.01171875,-0.0009296657820064157,0.0,0.021855903475557225,-0.0,-0.0005744571153424967,-0.0,0.0006015715594934893
5.01171875,-0.0014502599613961603,0.0,0.02726029712762671,-0.0,-0.0007165053446007921,-0.0,0.0009384395591770156
6.01171875,-0.0020850668851599007,0.0,0.032631467794561046,-0.0,-0.0008576803461645588,-0.0,0.0013492127622969983
7.01171875,-0.002833312894049049,0.0,0.03796286946101817,-0.0,-0.0009978100656003314,-0.0,0.0018333905465763806
8.0078125,-0.003694086077018972,0.0,0.043248004579393096,-0.0,-0.0011367237223929884,-0.0,0.0023903828292565496
9.0078125,-0.004666337382603772,0.0,0.04848043198858432,-0.0,-0.0012742520180813615,-0.0,0.0030195107862497944
10.0078125,-0.005748881897428443,0.0,0.05365377476404013,-0.0,-0.0014102273425876156,-0.0,0.003720007679443726
11.015625,-0.006940400290300234,0.0,0.058761727989518404,-0.0,-0.0015444839784889545,-0.0,0.004491019791149179
12.0078125,-0.008239440420119258,0.0,0.06379806644108678,-0.0,-0.0016768583029826557,-0.0,0.005331607464552922
13.015625,-0.009644419105648654,0.0,0.0687566521739999,-0.0,-0.0018071889872983775,-0.0,0.006240746248907148
14.0078125,-0.011153624054987656,0.0,0.07363144200320643,-0.0,-0.0019353171933146024,-0.0,0.007217328148059912
