Leading Edge Location,Wing Chord Length,Wingspan,Tail Chord Length,Tailspan,Angle of Twist (rad),Tail Distance,Wing Distance,Alpha,Tail Leading Edge Location,Cmg,dCmg
4.532846320375575,2.6815944790459336,3.824117750225507,0.6941710424992933,0.44355345270503255,12.178420610327203,3.022324988009764,-0.5605533752648844,2.0,2.607259920566301,1.0423418877478159e-7,-1.599368194293708
2.7889865882825577,3.3724926125791495,3.824117750225507,0.6867510093152804,0.44355345270503255,7.1541657710351965,3.022324988009764,-0.5605533752648844,2.0,2.442281113708259,1.0423418877478159e-7,-1.599368194293708
