alpha,c_l,c_d,c_m,converged
-54.22,-222.2,0.001196,75.0,0.0
-54.22,-221.0,0.000908,74.56,0.0
-54.2,-222.9,2.867e-5,75.2,0.0
-54.2,-222.6,0.0009418,75.1,0.0
-54.2,-220.0,4.053e-5,74.1,0.0
-54.16,-225.0,0.002373,75.94,0.0
-54.16,-226.4,0.000934,76.4,0.0
-54.16,-223.8,0.000909,75.44,0.0
-54.12,-224.9,0.0001724,75.8,0.0
-54.12,-224.2,0.0011425,75.56,0.0
-54.12,-222.9,8.85e-5,75.06,0.0
-54.12,-223.9,0.00229,75.4,0.0
-54.1,-223.2,0.000992,75.1,0.0
-54.1,-222.4,2.515e-5,74.8,0.0
-54.1,-222.9,0.0001466,75.0,0.0
-54.06,-225.1,0.002274,75.75,0.0
-54.06,-221.6,0.0005026,74.5,0.0
-54.06,-221.6,0.0001863,74.5,0.0
-54.03,-222.6,0.0002909,74.8,0.0
-54.03,-224.2,1.25e-6,75.44,0.0
-54.03,-219.6,2.05e-5,73.75,0.0
-54.0,-221.5,4.0e-7,74.4,0.0
-54.0,-222.2,0.000379,74.6,0.0
-54.0,-221.6,0.0002034,74.4,0.0
-53.97,-222.4,1.0e-7,74.6,0.0
-53.97,-223.4,0.001164,75.0,0.0
-53.97,-223.4,0.0002599,75.0,0.0
-53.94,-221.0,0.0001109,74.06,0.0
-53.94,-223.2,0.0004797,74.9,0.0
-53.94,-223.6,0.0004406,75.0,0.0
-53.9,-220.8,4.0e-7,73.94,0.0
-53.9,-224.5,0.001468,75.25,0.0
-53.9,-223.1,0.0002009,74.75,0.0
-53.88,-219.8,6.0e-8,73.5,0.0
-53.88,-224.1,4.72e-5,75.06,0.0
-53.88,-223.0,0.001015,74.7,0.0
-53.88,-222.8,0.0007634,74.56,0.0
-53.84,-220.0,1.6e-6,73.56,0.0
-53.84,-223.0,0.000572,74.6,0.0
-53.84,-222.1,0.002338,74.25,0.0
-53.8,-224.1,0.002186,74.94,0.0
-53.8,-222.6,0.003525,74.4,0.0
-53.8,-223.1,0.0013685,74.56,0.0
-53.78,-223.1,0.0001036,74.56,0.0
-53.78,-223.0,0.001317,74.5,0.0
-53.78,-224.6,0.001668,75.06,0.0
-53.75,-222.8,9.507e-5,74.44,0.0
-53.75,-221.0,0.0002381,73.75,0.0
-53.75,-223.4,0.0005236,74.6,0.0
-53.72,-222.2,5.07e-6,74.2,0.0
-53.72,-223.5,0.0010805,74.56,0.0
-53.72,-225.1,0.001178,75.1,0.0
-53.7,-223.9,0.001154,74.7,0.0
-53.7,-222.0,0.000749,74.0,0.0
-53.7,-223.9,0.001085,74.7,0.0
-53.66,-221.5,5.0e-7,73.75,0.0
-53.66,-224.9,0.000458,74.94,0.0
-53.66,-222.5,8.93e-5,74.1,0.0
-53.62,-220.6,1.09e-5,73.44,0.0
-53.62,-222.1,0.000663,73.94,0.0
-53.62,-222.2,0.001581,73.94,0.0
-53.62,-222.6,0.0001173,74.06,0.0
-53.6,-227.5,0.001613,75.8,0.0
-53.6,-220.1,1.85e-6,73.1,0.0
-53.6,-223.9,0.001556,74.44,0.0
-53.56,-221.1,0.000115,73.44,0.0
-53.56,-222.1,1.19e-5,73.8,0.0
-53.56,-223.9,0.000459,74.44,0.0
-53.53,-222.0,0.0004811,73.75,0.0
-53.53,-225.2,0.0007615,74.9,0.0
-53.53,-222.2,0.000661,73.8,0.0
-53.5,-222.0,0.001562,73.7,0.0
-53.5,-222.6,0.000537,73.9,0.0
-53.5,-222.2,0.0002615,73.75,0.0
-53.47,-222.9,2.0e-7,73.94,0.0
-53.47,-221.8,0.00073,73.5,0.0
-53.47,-224.9,0.001306,74.6,0.0
-53.44,-222.2,6.4e-6,73.7,0.0
-53.44,-223.8,0.001065,74.2,0.0
-53.44,-221.9,0.002806,73.5,0.0
-53.4,-222.0,2.3e-5,73.5,0.0
-53.4,-221.9,3.785e-5,73.44,0.0
-53.4,-223.2,0.001523,73.94,0.0
-53.38,-222.0,1.28e-5,73.5,0.0
-53.38,-224.2,7.19e-5,74.25,0.0
-53.38,-221.2,1.79e-5,73.2,0.0
-53.38,-220.0,2.4e-7,72.75,0.0
-53.34,-222.5,0.002625,73.56,0.0
-53.34,-220.5,0.001239,72.9,0.0
-53.34,-224.5,0.0004141,74.25,0.0
-53.3,-222.2,0.001245,73.44,0.0
-53.3,-219.6,0.000602,72.5,0.0
-53.3,-223.5,0.0002487,73.8,0.0
-53.28,-224.1,0.001114,74.06,0.0
-53.28,-221.2,1.1e-6,73.0,0.0
-53.28,-225.1,0.0006747,74.4,0.0
-53.25,-220.8,0.0004241,72.8,0.0
-53.25,-219.9,5.0e-7,72.5,0.0
-53.25,-224.8,0.0009465,74.2,0.0
-53.22,-224.9,0.000649,74.25,0.0
-53.22,-222.6,6.56e-6,73.4,0.0
-53.22,-223.2,4.35e-6,73.6,0.0
-53.2,-221.1,0.001993,72.9,0.0
-53.2,-225.0,0.001615,74.2,0.0
-53.2,-220.6,0.0001787,72.6,0.0
-53.16,-222.9,0.001375,73.4,0.0
-53.16,-222.1,0.0002166,73.1,0.0
-53.16,-220.9,3.0e-7,72.7,0.0
-53.12,-224.0,0.000962,73.75,0.0
-53.12,-221.5,3.26e-5,72.8,0.0
-53.12,-222.4,0.0001386,73.2,0.0
-53.12,-220.6,0.0003996,72.5,0.0
-53.1,-221.1,4.58e-5,72.7,0.0
-53.1,-220.5,0.0003119,72.44,0.0
-53.1,-221.9,0.0005665,72.9,0.0
-53.06,-221.6,0.000492,72.8,0.0
-53.06,-222.0,1.6e-6,72.94,0.0
-53.06,-222.0,0.0009537,72.9,0.0
-53.03,-222.4,0.0003319,73.0,0.0
-53.03,-219.2,4.0e-7,71.9,0.0
-53.03,-222.0,0.001524,72.9,0.0
-53.0,-227.0,0.002434,74.56,0.0
-53.0,-224.0,0.0004468,73.5,0.0
-53.0,-219.4,1.13e-6,71.9,0.0
-52.97,-221.0,3.403e-5,72.44,0.0
-52.97,-223.4,0.001654,73.25,0.0
-52.97,-221.2,2.12e-5,72.5,0.0
-52.94,-223.6,0.0003746,73.3,0.0
-52.94,-220.0,2.0e-7,72.06,0.0
-52.94,-220.2,3.9e-6,72.1,0.0
-52.9,-222.5,9.036e-5,72.9,0.0
-52.9,-219.0,3.2e-6,71.6,0.0
-52.9,-221.5,0.0003557,72.5,0.0
-52.88,-222.2,0.000952,72.7,0.0
-52.88,-220.2,9.0e-7,72.0,0.0
-52.88,-220.8,0.001157,72.2,0.0
-52.88,-223.4,0.004295,73.06,0.0
-52.84,-221.8,7.42e-5,72.5,0.0
-52.84,-220.2,0.000657,71.94,0.0
-52.84,-224.0,0.001892,73.25,0.0
-52.8,-221.5,0.0003688,72.3,0.0
-52.8,-219.0,1.25e-6,71.5,0.0
-52.8,-223.5,0.0005746,73.0,0.0
-52.78,-220.1,0.0001526,71.8,0.0
-52.78,-218.9,3.6e-7,71.4,0.0
-52.78,-223.1,0.000376,72.9,0.0
-52.75,-225.1,0.0008063,73.56,0.0
-52.75,-221.2,0.0002306,72.2,0.0
-52.75,-221.9,0.001222,72.4,0.0
-52.72,-219.5,0.00033,71.5,0.0
-52.72,-222.0,0.000261,72.4,0.0
-52.72,-222.1,3.25e-5,72.4,0.0
-52.7,-221.9,0.00197,72.25,0.0
-52.7,-221.2,0.00086,72.0,0.0
-52.7,-220.5,1.4e-6,71.75,0.0
-52.66,-220.2,1.4e-6,71.7,0.0
-52.66,-220.0,8.79e-5,71.56,0.0
-52.66,-219.0,1.97e-6,71.2,0.0
-52.62,-225.1,0.001861,73.3,0.0
-52.62,-218.9,9.0e-7,71.1,0.0
-52.62,-222.8,0.000988,72.5,0.0
-52.62,-220.0,6.0e-8,71.5,0.0
-52.6,-224.9,0.001161,73.2,0.0
-52.6,-223.4,0.001034,72.6,0.0
-52.6,-222.6,0.001406,72.3,0.0
-52.56,-221.0,8.78e-5,71.75,0.0
-52.56,-219.0,2.4e-7,71.06,0.0
-52.56,-221.6,0.0005155,71.94,0.0
-52.53,-220.1,0.00011116,71.4,0.0
-52.53,-219.9,0.0003066,71.3,0.0
-52.53,-217.8,2.15e-6,70.56,0.0
-52.5,-219.6,8.3e-7,71.2,0.0
-52.5,-220.1,0.0002527,71.4,0.0
-52.5,-226.1,0.001805,73.44,0.0
-52.47,-221.1,0.000156,71.7,0.0
-52.47,-222.6,0.0004427,72.2,0.0
-52.47,-222.0,0.000907,71.94,0.0
-52.44,-220.1,0.001726,71.25,0.0
-52.44,-221.5,2.325e-5,71.7,0.0
-52.44,-221.9,0.001541,71.9,0.0
-52.4,-217.4,5.6e-6,70.25,0.0
-52.4,-217.4,1.0e-7,70.25,0.0
-52.4,-218.5,4.67e-5,70.6,0.0
-52.38,-219.5,0.001027,70.94,0.0
-52.38,-220.2,0.0004287,71.2,0.0
-52.38,-221.0,0.001559,71.44,0.0
-52.38,-220.6,0.001987,71.3,0.0
-52.34,-218.4,4.4e-6,70.5,0.0
-52.34,-225.5,0.0005536,72.94,0.0
-52.34,-222.2,0.001209,71.8,0.0
-52.3,-221.2,3.093e-5,71.5,0.0
-52.3,-221.1,0.0001411,71.44,0.0
-52.3,-220.8,0.0006576,71.25,0.0
-52.28,-217.8,1.9e-6,70.2,0.0
-52.28,-222.1,0.001036,71.7,0.0
-52.28,-217.9,1.0e-7,70.2,0.0
-52.25,-222.6,0.000979,71.8,0.0
-52.25,-218.1,5.4e-7,70.25,0.0
-52.25,-219.1,1.806e-5,70.56,0.0
-52.22,-225.4,0.001209,72.75,0.0
-52.22,-220.1,1.46e-5,70.9,0.0
-52.22,-221.2,0.001152,71.3,0.0
-52.2,-219.6,0.0002952,70.7,0.0
-52.2,-223.2,0.001082,71.94,0.0
-52.2,-219.4,3.07e-5,70.6,0.0
-52.16,-218.5,9.0e-7,70.3,0.0
-52.16,-219.9,7.445e-5,70.7,0.0
-52.16,-220.0,7.73e-5,70.75,0.0
-52.12,-220.5,0.0001932,70.94,0.0
-52.12,-224.9,0.000373,72.44,0.0
-52.12,-217.0,1.0e-7,69.7,0.0
-52.12,-219.0,0.000266,70.4,0.0
-52.1,-221.1,0.001612,71.06,0.0
-52.1,-222.4,0.001482,71.44,0.0
-52.1,-220.6,0.000897,70.8,0.0
-52.06,-220.1,0.002136,70.7,0.0
-52.06,-222.1,0.00106,71.4,0.0
-52.06,-220.9,0.0001761,70.94,0.0
-52.03,-221.8,0.0001189,71.2,0.0
-52.03,-218.9,5.5e-6,70.2,0.0
-52.03,-217.6,1.0e-7,69.75,0.0
-52.0,-222.2,3.1e-6,71.3,0.0
-52.0,-218.4,0.000992,69.94,0.0
-52.0,-221.2,2.2e-6,70.94,0.0
-51.97,-217.4,0.0001062,69.6,0.0
-51.97,-217.9,2.0e-6,69.75,0.0
-51.97,-220.1,0.0004983,70.5,0.0
-51.94,-219.1,5.41e-5,70.1,0.0
-51.94,-223.0,0.0004108,71.44,0.0
-51.94,-219.6,3.04e-6,70.25,0.0
-51.9,-220.1,0.001382,70.44,0.0
-51.9,-220.5,0.002066,70.56,0.0
-51.9,-224.9,0.002079,72.06,0.0
-51.88,-222.5,0.001397,71.2,0.0
-51.88,-216.1,2.0e-7,69.0,0.0
-51.88,-219.5,0.000752,70.2,0.0
-51.88,-221.4,0.00212,70.75,0.0
-51.84,-220.8,0.001368,70.56,0.0
-51.84,-221.9,0.001391,70.94,0.0
-51.84,-222.9,0.0001953,71.25,0.0
-51.8,-223.9,0.0006375,71.56,0.0
-51.8,-219.9,0.0002894,70.2,0.0
-51.8,-221.0,0.000415,70.56,0.0
-51.78,-216.5,4.05e-6,69.0,0.0
-51.78,-218.9,3.21e-5,69.8,0.0
-51.78,-219.2,4.12e-5,69.94,0.0
-51.75,-226.1,0.001229,72.25,0.0
-51.75,-220.1,0.0007324,70.2,0.0
-51.75,-218.9,6.66e-5,69.75,0.0
-51.72,-222.4,0.001243,70.94,0.0
-51.72,-220.4,0.00010437,70.2,0.0
-51.72,-219.5,1.824e-5,69.9,0.0
-51.7,-217.2,0.0001624,69.1,0.0
-51.7,-219.5,0.001328,69.9,0.0
-51.7,-219.8,0.0003,69.94,0.0
-51.66,-220.8,0.000172,70.25,0.0
-51.66,-222.8,0.002443,70.94,0.0
-51.66,-219.0,0.001564,69.7,0.0
-51.62,-220.2,0.002308,70.06,0.0
-51.62,-224.0,0.003147,71.3,0.0
-51.62,-221.6,0.002573,70.5,0.0
-51.62,-218.9,0.0001628,69.56,0.0
-51.6,-221.8,0.00124,70.5,0.0
-51.6,-221.2,0.00224,70.3,0.0
-51.6,-218.8,0.002874,69.5,0.0
-51.56,-220.2,0.0004065,70.0,0.0
-51.56,-219.9,0.001225,69.8,0.0
-51.56,-218.9,6.96e-5,69.44,0.0
-51.53,-220.2,0.002367,69.94,0.0
-51.53,-221.1,0.001477,70.2,0.0
-51.53,-217.0,0.0001969,68.75,0.0
-51.5,-217.8,6.6e-7,69.0,0.0
-51.5,-219.8,0.001461,69.7,0.0
-51.5,-216.0,4.0e-7,68.4,0.0
-51.47,-216.2,7.0e-7,68.5,0.0
-51.47,-218.1,6.97e-5,69.06,0.0
-51.47,-217.8,0.0002594,68.94,0.0
-51.44,-220.0,0.00093,69.7,0.0
-51.44,-217.5,7.03e-6,68.8,0.0
-51.44,-221.6,0.001532,70.2,0.0
-51.4,-225.4,0.001795,71.44,0.0
-51.4,-220.2,0.000671,69.7,0.0
-51.4,-219.6,0.001874,69.5,0.0
-51.38,-217.6,1.46e-5,68.8,0.0
-51.38,-218.0,0.0001061,68.94,0.0
-51.38,-216.5,2.0e-7,68.4,0.0
-51.38,-218.4,0.002254,69.0,0.0
-51.34,-221.2,9.5e-7,69.94,0.0
-51.34,-220.2,0.0004456,69.6,0.0
-51.34,-220.1,3.7e-6,69.56,0.0
-51.3,-217.1,8.273e-5,68.56,0.0
-51.3,-220.8,0.002445,69.75,0.0
-51.3,-216.5,5.4e-6,68.3,0.0
-51.28,-220.2,2.0e-7,69.56,0.0
-51.28,-216.6,0.000856,68.4,0.0
-51.28,-222.0,0.001407,70.1,0.0
-51.25,-220.1,6.1e-6,69.5,0.0
-51.25,-217.5,1.25e-6,68.6,0.0
-51.25,-218.9,0.0002104,69.0,0.0
-51.22,-221.1,0.002472,69.75,0.0
-51.22,-219.0,0.002977,69.0,0.0
-51.22,-222.6,0.002758,70.25,0.0
-51.2,-216.6,4.2e-6,68.2,0.0
-51.2,-222.0,0.002775,70.0,0.0
-51.2,-221.4,0.001881,69.75,0.0
-51.16,-222.2,0.001644,70.06,0.0
-51.16,-219.1,0.003063,69.0,0.0
-51.16,-220.8,0.003105,69.5,0.0
-51.12,-219.4,0.0008345,69.0,0.0
-51.12,-217.8,0.0001915,68.44,0.0
-51.12,-219.0,0.003819,69.0,0.0
-51.12,-221.4,0.003225,69.6,0.0
-51.1,-219.1,0.004246,69.0,0.0
-51.1,-219.8,6.28e-5,69.1,0.0
-51.1,-224.2,0.001811,70.6,0.0
-51.06,-219.9,0.0005665,69.1,0.0
-51.06,-219.5,0.001681,69.0,0.0
-51.06,-219.0,6.67e-5,68.8,0.0
-51.03,-219.1,0.001078,68.8,0.0
-51.03,-219.4,0.001248,68.9,0.0
-51.03,-218.9,1.51e-5,68.7,0.0
-51.0,-217.8,0.001539,68.3,0.0
-51.0,-218.9,0.004036,68.75,0.0
-51.0,-218.8,0.000477,68.6,0.0
-50.97,-219.0,0.0002744,68.7,0.0
-50.97,-220.8,0.0001789,69.25,0.0
-50.97,-219.2,0.0002166,68.75,0.0
-50.94,-218.2,2.36e-5,68.4,0.0
-50.94,-218.2,0.0004625,68.4,0.0
-50.94,-215.5,7.75e-6,67.44,0.0
-50.9,-219.1,0.002298,68.6,0.0
-50.9,-220.0,0.001023,68.94,0.0
-50.9,-222.0,0.002876,69.56,0.0
-50.88,-216.9,4.95e-5,67.8,0.0
-50.88,-216.6,6.4e-6,67.75,0.0
-50.88,-218.5,0.0001268,68.5,0.0
-50.88,-221.4,0.001676,69.3,0.0
-50.84,-218.5,0.003834,68.4,0.0
-50.84,-216.6,0.00019,67.7,0.0
-50.84,-216.9,0.000767,67.75,0.0
-50.8,-216.2,9.3e-6,67.5,0.0
-50.8,-216.8,0.001716,67.7,0.0
-50.8,-217.6,3.67e-5,67.94,0.0
-50.78,-219.5,1.0e-7,68.56,0.0
-50.78,-221.6,0.004436,69.3,0.0
-50.78,-220.6,3.77e-5,68.9,0.0
-50.75,-218.6,2.0e-6,68.2,0.0
-50.75,-219.6,0.002356,68.56,0.0
-50.75,-216.5,0.001233,67.5,0.0
-50.72,-218.5,0.001004,68.2,0.0
-50.72,-219.4,0.0004578,68.44,0.0
-50.72,-218.5,0.000228,68.1,0.0
-50.7,-219.6,0.000904,68.5,0.0
-50.7,-218.2,0.00455,68.06,0.0
-50.7,-219.9,0.000782,68.56,0.0
-50.66,-218.1,0.00426,68.0,0.0
-50.66,-222.9,4.63e-5,69.5,0.0
-50.66,-216.0,2.99e-5,67.2,0.0
-50.62,-217.9,0.000204,67.94,0.0
-50.62,-221.5,0.001253,69.0,0.0
-50.62,-218.5,3.207e-5,68.06,0.0
-50.62,-217.1,0.001976,67.56,0.0
-50.6,-220.0,0.002647,68.7,0.0
-50.6,-219.8,5.0e-7,68.3,0.0
-50.6,-218.0,0.003883,67.8,0.0
-50.56,-216.9,0.00278,67.56,0.0
-50.56,-219.8,0.0003076,68.3,0.0
-50.56,-218.1,0.00466,67.8,0.0
-50.53,-216.2,0.002424,67.1,0.0
-50.53,-217.2,0.001044,67.5,0.0
-50.53,-219.6,0.000273,68.25,0.0
-50.5,-219.0,0.003963,68.1,0.0
-50.5,-219.0,0.0002404,68.0,0.0
-50.5,-214.9,4.53e-6,66.6,0.0
-50.47,-220.5,0.00197,68.44,0.0
-50.47,-218.2,0.002357,67.7,0.0
-50.47,-218.1,6.646e-5,67.7,0.0
-50.44,-219.6,0.004486,68.2,0.0
-50.44,-217.0,0.003605,67.4,0.0
-50.44,-216.8,0.003304,67.3,0.0
-50.4,-217.4,0.000325,67.4,0.0
-50.4,-217.1,0.002848,67.25,0.0
-50.4,-219.4,0.000645,68.0,0.0
-50.38,-218.4,0.0038,67.8,0.0
-50.38,-218.0,0.0004373,67.5,0.0
-50.38,-220.2,0.003641,68.44,0.0
-50.38,-219.6,0.002853,68.2,0.0
-50.34,-219.9,0.002964,68.25,0.0
-50.34,-220.6,0.00403,68.44,0.0
-50.34,-216.2,5.4e-6,66.9,0.0
-50.3,-217.1,0.001553,67.1,0.0
-50.3,-222.0,0.001411,68.75,0.0
-50.3,-214.4,6.0e-7,66.2,0.0
-50.28,-216.9,0.00311,67.2,0.0
-50.28,-218.4,9.1e-6,67.5,0.0
-50.28,-217.4,0.002666,67.3,0.0
-50.25,-217.1,3.0e-7,67.06,0.0
-50.25,-220.4,0.004143,68.2,0.0
-50.25,-219.0,0.0003376,67.7,0.0
-50.22,-218.0,0.000855,67.3,0.0
-50.22,-213.6,8.3e-7,65.8,0.0
-50.22,-214.9,6.9e-5,66.25,0.0
-50.2,-215.8,0.001639,66.5,0.0
-50.2,-216.1,1.4e-6,66.6,0.0
-50.2,-219.1,0.003128,67.75,0.0
-50.16,-214.8,0.000254,66.1,0.0
-50.16,-215.5,5.84e-6,66.4,0.0
-50.16,-220.5,0.000786,68.0,0.0
-50.12,-218.8,2.84e-5,67.44,0.0
-50.12,-218.6,3.9e-6,67.4,0.0
-50.12,-216.8,0.00444,66.8,0.0
-50.12,-214.5,0.0002288,65.94,0.0
-50.1,-217.0,0.00206,66.75,0.0
-50.1,-216.2,0.0006466,66.5,0.0
-50.1,-216.2,0.001347,66.5,0.0
-50.06,-217.9,0.0003655,67.06,0.0
-50.06,-216.4,0.0002242,66.56,0.0
-50.06,-218.9,0.0007324,67.3,0.0
-50.03,-216.0,0.003784,66.5,0.0
-50.03,-217.5,0.002922,66.9,0.0
-50.03,-216.4,0.001449,66.5,0.0
-50.0,-214.2,0.001118,65.8,0.0
-50.0,-215.6,0.0005035,66.2,0.0
-50.0,-215.2,0.0001308,66.06,0.0
-49.97,-215.8,0.003735,66.4,0.0
-49.97,-217.2,0.003319,66.94,0.0
-49.97,-219.0,0.002428,67.25,0.0
-49.94,-216.6,0.000601,66.5,0.0
-49.94,-216.0,0.00218,66.25,0.0
-49.94,-214.9,5.14e-5,65.9,0.0
-49.9,-214.4,0.0001386,65.7,0.0
-49.9,-215.4,0.0005465,66.0,0.0
-49.9,-217.1,0.0003948,66.56,0.0
-49.88,-219.0,0.003195,67.2,0.0
-49.88,-218.5,0.003622,67.2,0.0
-49.88,-216.2,0.0006437,66.25,0.0
-49.88,-217.0,0.001714,66.44,0.0
-49.84,-217.4,0.003147,66.56,0.0
-49.84,-215.4,0.0002484,65.94,0.0
-49.84,-216.1,0.0001763,66.1,0.0
-49.8,-217.4,0.0009375,66.56,0.0
-49.8,-215.2,0.000335,65.8,0.0
-49.8,-216.2,1.01e-5,66.1,0.0
-49.78,-216.9,0.0004268,66.3,0.0
-49.78,-212.8,8.17e-6,65.0,0.0
-49.78,-216.6,0.001301,66.25,0.0
-49.75,-215.2,0.000773,65.75,0.0
-49.75,-212.9,3.0e-7,65.0,0.0
-49.75,-215.8,0.000642,65.94,0.0
-49.72,-212.8,4.53e-6,64.94,0.0
-49.72,-214.6,0.001341,65.5,0.0
-49.72,-217.1,0.0032,66.3,0.0
-49.7,-213.6,1.4e-6,65.1,0.0
-49.7,-212.6,9.9e-6,64.8,0.0
-49.7,-217.0,0.002491,66.25,0.0
-49.66,-217.6,0.001303,66.44,0.0
-49.66,-214.2,0.0010395,65.3,0.0
-49.66,-215.5,0.0001089,65.75,0.0
-49.62,-214.5,0.0005374,65.4,0.0
-49.62,-214.0,1.0e-7,65.2,0.0
-49.62,-211.9,4.75e-5,64.44,0.0
-49.62,-213.1,0.0001156,64.9,0.0
-49.6,-216.6,0.003199,66.0,0.0
-49.6,-211.2,3.0e-6,64.25,0.0
-49.6,-213.0,0.000579,64.8,0.0
-49.56,-215.1,3.6e-5,65.5,0.0
-49.56,-213.6,0.003387,65.0,0.0
-49.56,-214.9,0.002905,65.4,0.0
-49.53,-213.4,0.001081,64.9,0.0
-49.53,-214.2,0.002056,65.2,0.0
-49.53,-218.0,0.000805,66.4,0.0
-49.5,-215.2,0.002802,65.44,0.0
-49.5,-213.1,0.003258,64.7,0.0
-49.5,-211.4,9.5e-7,64.1,0.0
-49.47,-211.8,1.1e-6,64.25,0.0
-49.47,-219.1,0.001547,66.7,0.0
-49.47,-213.5,0.0007358,64.8,0.0
-49.44,-214.2,0.0004175,65.06,0.0
-49.44,-215.8,0.000815,65.5,0.0
-49.44,-216.8,0.002695,65.8,0.0
-49.4,-210.4,6.0e-7,63.72,0.0
-49.4,-213.2,2.26e-6,64.7,0.0
-49.4,-213.8,0.0001806,64.8,0.0
-49.38,-214.4,0.002169,65.0,0.0
-49.38,-211.9,3.0e-7,64.2,0.0
-49.38,-212.6,6.56e-6,64.44,0.0
-49.38,-212.2,1.65e-5,64.3,0.0
-49.34,-213.0,0.000371,64.5,0.0
-49.34,-215.6,0.001691,65.3,0.0
-49.34,-217.4,0.002583,65.94,0.0
-49.3,-216.0,0.001155,65.44,0.0
-49.3,-219.1,0.0008135,66.44,0.0
-49.3,-210.9,4.0e-7,63.75,0.0
-49.28,-215.0,0.002043,65.06,0.0
-49.28,-214.9,0.001785,65.06,0.0
-49.28,-216.0,0.00194,65.4,0.0
-49.25,-213.9,0.0004346,64.7,0.0
-49.25,-213.0,0.002956,64.4,0.0
-49.25,-215.0,0.00593,65.0,0.0
-49.22,-213.1,4.92e-5,64.4,0.0
-49.22,-210.6,1.02e-5,63.6,0.0
-49.22,-214.9,0.002722,64.94,0.0
-49.2,-213.8,0.000935,64.56,0.0
-49.2,-215.5,0.002289,65.06,0.0
-49.2,-213.6,0.001073,64.5,0.0
-49.16,-212.5,3.04e-6,64.1,0.0
-49.16,-213.1,0.0001657,64.3,0.0
-49.16,-215.5,0.003271,65.06,0.0
-49.12,-213.8,0.00312,64.5,0.0
-49.12,-213.8,0.002148,64.44,0.0
-49.12,-211.8,5.32e-5,63.8,0.0
-49.12,-211.9,0.0003848,63.84,0.0
-49.1,-212.8,0.0001488,64.06,0.0
-49.1,-214.5,4.27e-5,64.6,0.0
-49.1,-213.8,0.005814,64.4,0.0
-49.06,-213.9,0.001944,64.44,0.0
-49.06,-210.2,1.25e-6,63.28,0.0
-49.06,-209.4,1.3e-6,62.94,0.0
-49.03,-215.8,0.001331,65.0,0.0
-49.03,-214.6,0.002089,64.6,0.0
-49.03,-213.5,0.00255,64.25,0.0
-49.0,-212.4,3.6e-7,63.88,0.0
-49.0,-213.0,0.0003536,64.06,0.0
-49.0,-214.6,0.003088,64.6,0.0
-48.97,-213.6,0.0001836,64.25,0.0
-48.97,-213.5,0.0003016,64.25,0.0
-48.97,-213.5,0.0003114,64.25,0.0
-48.94,-213.4,8.464e-5,64.2,0.0
-48.94,-214.1,0.00011,64.4,0.0
-48.94,-211.8,0.001108,63.6,0.0
-48.9,-214.5,0.00426,64.5,0.0
-48.9,-215.8,0.00259,64.9,0.0
-48.9,-212.6,0.00033,63.84,0.0
-48.88,-211.6,0.002035,63.47,0.0
-48.88,-211.6,0.003998,63.47,0.0
-48.88,-212.6,0.002218,63.78,0.0
-48.88,-213.5,0.001622,64.06,0.0
-48.84,-212.5,0.001587,63.72,0.0
-48.84,-214.2,8.11e-5,64.3,0.0
-48.84,-213.8,0.003057,64.1,0.0
-48.8,-213.4,0.001307,63.97,0.0
-48.8,-215.0,0.001178,64.5,0.0
-48.8,-211.9,0.0007925,63.47,0.0
-48.78,-213.1,0.001593,63.88,0.0
-48.78,-214.1,0.002995,64.2,0.0
-48.78,-213.6,0.0008144,63.97,0.0
-48.75,-213.4,0.0008645,63.9,0.0
-48.75,-210.9,0.001004,63.1,0.0
-48.75,-210.8,0.000978,63.03,0.0
-48.72,-214.6,0.001816,64.3,0.0
-48.72,-209.4,9.1e-6,62.56,0.0
-48.72,-212.2,0.0001003,63.47,0.0
-48.7,-211.6,0.002735,63.25,0.0
-48.7,-211.5,0.001993,63.2,0.0
-48.7,-211.1,0.0007887,63.1,0.0
-48.66,-210.4,0.002575,62.84,0.0
-48.66,-214.6,0.00453,64.25,0.0
-48.66,-214.6,0.004223,64.3,0.0
-48.62,-213.6,0.004864,63.9,0.0
-48.62,-212.9,0.003834,63.72,0.0
-48.62,-211.2,1.7e-6,63.06,0.0
-48.62,-213.6,0.0016,63.78,0.0
-48.6,-214.2,0.0004003,64.0,0.0
-48.6,-216.1,0.0011,64.6,0.0
-48.6,-215.8,1.37e-5,64.5,0.0
-48.56,-215.6,0.004856,64.44,0.0
-48.56,-213.8,5.4e-7,63.75,0.0
-48.56,-217.4,0.001056,64.94,0.0
-48.53,-214.1,0.00393,64.0,0.0
-48.53,-214.6,8.583e-5,64.06,0.0
-48.53,-216.0,0.00162,64.5,0.0
-48.5,-214.2,0.00493,63.94,0.0
-48.5,-214.6,0.001804,63.97,0.0
-48.5,-215.8,6.85e-6,64.4,0.0
-48.47,-213.5,0.004852,63.7,0.0
-48.47,-208.0,3.9e-6,61.84,0.0
-48.47,-211.5,0.001613,62.97,0.0
-48.44,-211.6,0.001294,62.97,0.0
-48.44,-213.2,0.002754,63.47,0.0
-48.44,-209.9,0.001218,62.38,0.0
-48.4,-212.4,0.002344,63.16,0.0
-48.4,-211.2,0.0001427,62.84,0.0
-48.4,-213.6,0.002348,63.56,0.0
-48.38,-212.8,0.002596,63.25,0.0
-48.38,-211.9,0.001841,62.97,0.0
-48.38,-207.1,0.0001402,61.47,0.0
-48.38,-210.8,0.000734,62.56,0.0
