alpha,c_l,c_d,c_m,converged
-6.93,-0.3557,0.1138,-0.013336,1.0
-6.92,-0.3562,0.1138,-0.013245,1.0
-6.91,-0.3567,0.1137,-0.01315,1.0
-6.9,-0.3572,0.11365,-0.01306,1.0
-6.89,-0.3577,0.11365,-0.01297,1.0
-6.88,-0.3582,0.1136,-0.01288,1.0
-6.87,-0.3586,0.1135,-0.01278,1.0
-6.86,-0.3591,0.1135,-0.01269,1.0
-6.85,-0.3596,0.11346,-0.012596,1.0
-6.84,-0.36,0.1134,-0.0125,1.0
-6.83,-0.3606,0.1134,-0.012405,1.0
-6.82,-0.361,0.11334,-0.01231,1.0
-6.81,-0.3616,0.11334,-0.012215,1.0
-6.8,-0.3623,0.1133,-0.012115,1.0
-6.79,-0.3628,0.1132,-0.012024,1.0
-6.78,-0.3633,0.1132,-0.011925,1.0
-6.77,-0.3638,0.11316,-0.01183,1.0
-6.76,-0.3643,0.1131,-0.011734,1.0
-6.75,-0.365,0.1131,-0.011635,1.0
-6.74,-0.3655,0.11304,-0.01154,1.0
-6.73,-0.366,0.11304,-0.011444,1.0
-6.72,-0.3665,0.113,-0.011345,1.0
-6.71,-0.3672,0.1129,-0.011246,1.0
-6.7,-0.3677,0.1129,-0.011154,1.0
-6.69,-0.3682,0.11285,-0.011055,1.0
-6.68,-0.369,0.11285,-0.010956,1.0
-6.67,-0.3694,0.1128,-0.01086,1.0
-6.66,-0.37,0.1128,-0.01076,1.0
-6.65,-0.3706,0.11273,-0.01066,1.0
-6.64,-0.371,0.11273,-0.01056,1.0
-6.63,-0.3718,0.1127,-0.01046,1.0
-6.62,-0.3723,0.1126,-0.01036,1.0
-6.61,-0.373,0.1126,-0.01026,1.0
-6.6,-0.3735,0.11255,-0.01016,1.0
-6.59,-0.3743,0.11255,-0.01006,1.0
-6.58,-0.3748,0.1125,-0.009964,1.0
-6.57,-0.3755,0.1125,-0.009865,1.0
-6.56,-0.376,0.1124,-0.009766,1.0
-6.55,-0.3767,0.1124,-0.00967,1.0
-6.54,-0.3772,0.11237,-0.00957,1.0
-6.53,-0.378,0.11237,-0.009476,1.0
-6.52,-0.3784,0.1123,-0.00938,1.0
-6.51,-0.3792,0.1123,-0.00928,1.0
-6.5,-0.3796,0.11224,-0.009186,1.0
-6.49,-0.3804,0.11224,-0.009094,1.0
-6.48,-0.381,0.1122,-0.008995,1.0
-6.47,-0.3816,0.1122,-0.0089,1.0
-6.46,-0.3823,0.1121,-0.00881,1.0
-6.45,-0.3828,0.1121,-0.00873,1.0
-6.44,-0.3835,0.11206,-0.00864,1.0
-6.43,-0.384,0.11206,-0.00855,1.0
-6.42,-0.3848,0.112,-0.00847,1.0
-6.41,-0.3853,0.112,-0.008385,1.0
-6.4,-0.3857,0.11194,-0.00831,1.0
-6.39,-0.3865,0.11194,-0.00823,1.0
-6.38,-0.387,0.1119,-0.00816,1.0
-6.37,-0.3875,0.1118,-0.008095,1.0
-6.36,-0.3882,0.1118,-0.008026,1.0
-6.35,-0.3887,0.11176,-0.007965,1.0
-6.34,-0.3892,0.11176,-0.00791,1.0
-6.33,-0.3896,0.1117,-0.00786,1.0
-6.32,-0.3901,0.11163,-0.007812,1.0
-6.31,-0.3906,0.11163,-0.007767,1.0
-6.3,-0.391,0.1116,-0.00772,1.0
-6.29,-0.3916,0.1116,-0.007675,1.0
-6.28,-0.392,0.1115,-0.007633,1.0
-6.27,-0.3926,0.11145,-0.00759,1.0
-6.26,-0.393,0.11145,-0.007553,1.0
-6.25,-0.3936,0.1114,-0.007515,1.0
-6.24,-0.394,0.1114,-0.007477,1.0
-6.23,-1.101,10.97,0.2262,0.0
-6.22,-0.395,0.11127,-0.00741,1.0
-6.21,-0.3955,0.11127,-0.007378,1.0
-6.2,-0.396,0.1112,-0.007347,1.0
-6.19,0.002277,0.0,-0.0005846,0.0
-6.18,-0.397,0.11115,-0.00729,1.0
-6.17,-0.3975,0.11115,-0.007267,1.0
-6.16,-0.398,0.1111,-0.007244,1.0
-6.15,-0.3984,0.1111,-0.00722,1.0
-6.14,-0.399,0.111,-0.007202,1.0
-6.13,-0.3994,0.111,-0.007183,1.0
-6.12,-0.4,0.11096,-0.007164,1.0
-6.11,-0.4004,0.11096,-0.007153,1.0
-6.1,-0.401,0.1109,-0.00714,1.0
-6.09,-0.4014,0.1109,-0.00713,1.0
-6.08,-0.4019,0.1109,-0.007126,1.0
-6.07,-0.4023,0.11084,-0.007122,1.0
-6.06,-0.4028,0.11084,-0.007122,1.0
-6.05,-0.4033,0.11084,-0.007122,1.0
-6.04,-0.4038,0.1108,-0.00713,1.0
-6.03,-0.4043,0.1108,-0.007137,1.0
-6.02,-0.4048,0.1108,-0.00715,1.0
-6.01,-0.4053,0.1108,-0.007168,1.0
-6.0,-0.4058,0.1107,-0.007187,1.0
-5.99,-0.4062,0.1107,-0.00721,1.0
-5.98,-0.4067,0.1107,-0.007236,1.0
-5.97,-0.4072,0.1107,-0.007267,1.0
-5.96,-0.4077,0.1107,-0.0073,1.0
-5.95,-0.4082,0.1107,-0.00734,1.0
-5.94,-0.4087,0.1107,-0.007385,1.0
-5.93,-0.4092,0.1107,-0.00743,1.0
-5.92,-0.4097,0.1107,-0.007484,1.0
-5.91,-0.4102,0.1107,-0.00754,1.0
-5.9,-0.4106,0.1107,-0.00761,1.0
-5.89,-0.4111,0.1108,-0.007683,1.0
-5.88,-0.4116,0.1108,-0.007767,1.0
-5.87,-0.412,0.11084,-0.00786,1.0
-5.86,-0.4126,0.11084,-0.007965,1.0
-5.85,-0.413,0.1109,-0.00807,1.0
-5.84,-0.4136,0.11096,-0.0082,1.0
-5.83,-0.4138,0.111,-0.00834,1.0
-5.82,-0.4143,0.1111,-0.00849,1.0
-5.81,-0.4148,0.11115,-0.00865,1.0
-5.8,-0.4153,0.11127,-0.008835,1.0
-5.79,-0.4158,0.1113,-0.009026,1.0
-5.78,-0.4163,0.11145,-0.00923,1.0
-5.77,-0.4167,0.1116,-0.00947,1.0
-5.76,-0.4172,0.11176,-0.00973,1.0
-5.75,-0.4177,0.11194,-0.01002,1.0
-5.74,-0.418,0.1121,-0.01034,1.0
-5.73,-0.4182,0.1123,-0.01069,1.0
-5.72,-0.4187,0.11255,-0.011055,1.0
-5.71,-0.4187,0.11285,-0.011444,1.0
-5.7,-0.419,0.1131,-0.01184,1.0
-5.69,-0.4192,0.1134,-0.01225,1.0
-5.68,-0.4192,0.11365,-0.01267,1.0
-5.67,-0.4194,0.11395,-0.013084,1.0
-5.66,-0.4194,0.1142,-0.01348,1.0
-5.65,-0.4194,0.1144,-0.013855,1.0
-5.64,-0.4194,0.1146,-0.0142,1.0
-5.63,-0.4194,0.1148,-0.014534,1.0
-5.62,-0.4192,0.115,-0.01485,1.0
-5.61,-0.4192,0.1152,-0.01515,1.0
-5.6,-0.4192,0.1153,-0.01544,1.0
-5.59,-0.419,0.1154,-0.01572,1.0
-5.58,-0.419,0.11554,-0.01596,1.0
-5.57,-0.4187,0.11566,-0.0162,1.0
-5.56,-0.4185,0.1157,-0.01639,1.0
-5.55,-0.4182,0.1158,-0.01656,1.0
-5.54,-0.418,0.11584,-0.01671,1.0
-5.53,-0.4177,0.11584,-0.01685,1.0
-5.52,-0.4175,0.1159,-0.017,1.0
-5.51,-0.4172,0.1159,-0.01714,1.0
-5.5,-0.417,0.11597,-0.01727,1.0
-5.49,-0.4167,0.11597,-0.0174,1.0
-5.48,-0.4165,0.11597,-0.01753,1.0
-5.47,-0.416,0.116,-0.01765,1.0
-5.46,-0.4158,0.116,-0.01778,1.0
-5.45,-0.4155,0.116,-0.0179,1.0
-5.44,-0.4153,0.116,-0.01802,1.0
-5.43,-0.415,0.11597,-0.01813,1.0
-5.42,-0.4148,0.11597,-0.01823,1.0
-5.41,-0.4146,0.11597,-0.01836,1.0
-5.4,-0.4143,0.11597,-0.01846,1.0
-5.39,-0.414,0.1159,-0.01855,1.0
-5.38,-0.4138,0.1159,-0.01866,1.0
-5.37,-0.4136,0.11584,-0.01877,1.0
-5.36,-0.4133,0.11584,-0.01888,1.0
-5.35,-0.413,0.1158,-0.01897,1.0
-5.34,-0.4128,0.1158,-0.01907,1.0
-5.33,-0.4124,0.1157,-0.01917,1.0
-5.32,-0.412,0.1157,-0.01926,1.0
-5.31,-0.4119,0.11566,-0.01936,1.0
-5.3,-0.4116,0.1156,-0.01945,1.0
-5.29,-0.4114,0.1156,-0.01955,1.0
-5.28,-0.4111,0.11554,-0.01965,1.0
-5.27,-0.411,0.1155,-0.01974,1.0
-5.26,-0.4106,0.1154,-0.01984,1.0
-5.25,-0.4102,0.11536,-0.01993,1.0
-5.24,-0.41,0.1153,-0.02002,1.0
-5.23,-0.4097,0.1153,-0.02011,1.0
-5.22,-0.4094,0.11523,-0.0202,1.0
-5.21,-0.4092,0.1152,-0.0203,1.0
-5.2,-0.409,0.1151,-0.02039,1.0
-5.19,-0.4084,0.11505,-0.02048,1.0
-5.18,-0.4082,0.115,-0.02055,1.0
-5.17,-0.408,0.1149,-0.02065,1.0
-5.16,-0.4077,0.11487,-0.02074,1.0
-5.15,-0.4075,0.11475,-0.02081,1.0
-5.14,-0.407,0.1147,-0.0209,1.0
-5.13,-0.4067,0.1146,-0.021,1.0
-5.12,-0.4065,0.11456,-0.02107,1.0
-5.11,-0.4062,0.1145,-0.02116,1.0
-5.1,-0.4285,0.1114,-0.0243,0.0
-5.09,-0.4023,0.1147,-0.0206,0.0
-5.08,-0.4053,0.11426,-0.02142,1.0
-5.07,-0.405,0.1142,-0.0215,1.0
-5.06,-0.4045,0.11414,-0.02159,1.0
-5.05,-0.4043,0.1141,-0.02167,1.0
-5.04,-0.404,0.11395,-0.02176,1.0
-5.03,-0.4038,0.1139,-0.02184,1.0
-5.02,-0.4033,0.11383,-0.02193,1.0
-5.01,-0.409,0.1107,-0.02245,1.0
-5.0,-0.4358,0.10455,-0.02739,0.0
-4.99,-0.4307,0.11847,-0.02011,0.0
-4.98,-0.402,0.11346,-0.0219,0.0
-4.97,-0.4407,0.10046,-0.03053,0.0
-4.96,-0.4175,0.1056,-0.02226,1.0
-4.95,-0.418,0.10516,-0.02206,1.0
-4.94,-0.4182,0.1048,-0.02187,1.0
-4.93,-0.4185,0.10443,-0.02167,1.0
-4.92,-0.4187,0.10406,-0.02147,1.0
-4.91,-0.419,0.1037,-0.02129,1.0
-4.9,-0.4192,0.1034,-0.02109,1.0
-4.89,-0.4194,0.1031,-0.02089,1.0
-4.88,-0.4197,0.1028,-0.0207,1.0
-4.87,-0.4197,0.1025,-0.02051,1.0
-4.86,-0.42,0.10223,-0.02032,1.0
-4.85,-0.4202,0.1019,-0.02013,1.0
-4.84,-0.4202,0.1017,-0.01994,1.0
-4.83,-0.4204,0.10144,-0.01974,1.0
-4.82,-0.4204,0.1012,-0.01956,1.0
-4.81,-0.4207,0.10095,-0.01938,1.0
-4.8,-0.4207,0.10077,-0.0192,1.0
-4.79,-0.4207,0.1005,-0.01901,1.0
-4.78,-0.421,0.10034,-0.01883,1.0
-4.77,-0.421,0.1001,-0.01865,1.0
-4.76,-0.421,0.0999,-0.01846,1.0
-4.75,-0.421,0.09973,-0.01828,1.0
-4.74,-0.4211,0.0995,-0.01811,1.0
-4.73,-0.4211,0.0993,-0.01793,1.0
-4.72,-0.4211,0.0991,-0.01776,1.0
-4.71,-0.4211,0.09894,-0.01758,1.0
-4.7,-0.4211,0.09875,-0.01741,1.0
-4.69,-0.4211,0.0986,-0.01724,1.0
-4.68,-0.4211,0.09845,-0.01707,1.0
-4.67,-0.4211,0.09827,-0.0169,1.0
-4.66,-0.4211,0.0981,-0.01674,1.0
-4.65,-0.4211,0.0979,-0.01659,1.0
-4.64,-0.4211,0.0978,-0.01642,1.0
-4.63,-0.4211,0.0976,-0.01627,1.0
-4.62,-0.4211,0.0975,-0.0161,1.0
-4.61,-0.4211,0.0973,-0.01595,1.0
-4.6,-0.4211,0.09717,-0.0158,1.0
-4.59,-0.4211,0.097,-0.01563,1.0
-4.58,-0.4211,0.09686,-0.01546,1.0
-4.57,-0.421,0.09674,-0.01529,1.0
-4.56,-0.421,0.09656,-0.01512,1.0
-4.55,-0.421,0.09644,-0.01496,1.0
-4.54,-0.421,0.0963,-0.0148,1.0
-4.53,-0.421,0.0961,-0.01464,1.0
-4.52,-0.4207,0.096,-0.01448,1.0
-4.51,-0.4207,0.0959,-0.01433,1.0
-4.5,-0.4207,0.09576,-0.014175,1.0
-4.49,-0.4207,0.09564,-0.01402,1.0
-4.48,-0.4204,0.0955,-0.01388,1.0
-4.47,-0.4204,0.0954,-0.01373,1.0
-4.46,-0.4204,0.0953,-0.01359,1.0
-4.45,-0.4202,0.09515,-0.01344,1.0
-4.44,-0.4202,0.09503,-0.013306,1.0
-4.43,-0.4202,0.0949,-0.01317,1.0
-4.42,-0.42,0.0948,-0.01303,1.0
-4.41,-0.42,0.09467,-0.01289,1.0
-4.4,-0.42,0.09454,-0.012764,1.0
-4.39,-0.4197,0.0944,-0.012634,1.0
-4.38,-0.4197,0.0943,-0.01251,1.0
-4.37,-0.4194,0.0942,-0.01238,1.0
-4.36,-0.4194,0.09406,-0.01226,1.0
-4.35,-0.4194,0.094,-0.012146,1.0
-4.34,-0.4192,0.0939,-0.012024,1.0
-4.33,-0.4192,0.09375,-0.01191,1.0
-4.32,-0.418,0.09357,-0.01193,1.0
-4.31,-0.4165,0.0934,-0.01199,1.0
-4.3,-0.415,0.0932,-0.01205,1.0
-4.29,-0.4138,0.093,-0.0121,1.0
-4.28,-0.4124,0.0929,-0.01215,1.0
-4.27,-0.4111,0.0927,-0.012215,1.0
-4.26,-0.41,0.0926,-0.01227,1.0
-4.25,-0.409,0.0924,-0.01233,1.0
-4.24,-0.4077,0.0923,-0.01239,1.0
-4.23,-0.4065,0.0921,-0.01245,1.0
-4.22,-0.4055,0.092,-0.01253,1.0
-4.21,-0.4043,0.09186,-0.012596,1.0
-4.2,-0.403,0.0917,-0.012665,1.0
-4.19,-0.402,0.09155,-0.01274,1.0
-4.18,-0.401,0.09143,-0.012825,1.0
-4.17,-0.4,0.0913,-0.01292,1.0
-4.16,-0.3987,0.0912,-0.01301,1.0
-4.15,-0.3977,0.091,-0.01311,1.0
-4.14,-0.3965,0.0909,-0.013214,1.0
-4.13,-0.3953,0.09076,-0.013336,1.0
-4.12,-0.3943,0.09064,-0.01346,1.0
-4.11,-0.393,0.0905,-0.01359,1.0
-4.1,-0.3918,0.0904,-0.013725,1.0
-4.09,-0.3909,0.0903,-0.01387,1.0
-4.08,-0.3896,0.09015,-0.01402,1.0
-4.07,-0.3884,0.09,-0.01419,1.0
-4.06,-0.3872,0.0899,-0.01436,1.0
-4.05,-0.386,0.0898,-0.01454,1.0
-4.04,-0.3848,0.0896,-0.01474,1.0
-4.03,-0.3835,0.0895,-0.01494,1.0
-4.02,-0.3823,0.08936,-0.01515,1.0
-4.01,-0.381,0.08923,-0.01538,1.0
-4.0,-0.3796,0.0891,-0.01562,1.0
-3.99,-0.3784,0.08905,-0.01587,1.0
-3.98,-0.377,0.0889,-0.01613,1.0
-3.97,-0.3757,0.0888,-0.01642,1.0
-3.96,-0.3743,0.0887,-0.01672,1.0
-3.95,-0.3728,0.08856,-0.01703,1.0
-3.94,-0.3713,0.08844,-0.01738,1.0
-3.93,-0.3696,0.0883,-0.01775,1.0
-3.92,-0.368,0.0882,-0.01813,1.0
-3.91,-0.3662,0.08813,-0.01855,1.0
-3.9,-0.3645,0.088,-0.01901,1.0
-3.89,-0.3625,0.08795,-0.01953,1.0
-3.88,-0.3418,0.0905,-0.02771,1.0
-3.87,-0.3582,0.0878,-0.0208,1.0
-3.86,-0.3555,0.0878,-0.02168,1.0
-3.85,-0.3215,0.0915,-0.03732,1.0
-3.84,-0.3223,0.0907,-0.03717,1.0
-3.83,-0.3228,0.09,-0.03693,1.0
-3.82,-0.3232,0.0894,-0.03668,1.0
-3.81,-0.3235,0.08887,-0.0364,1.0
-3.8,-0.322,0.0878,-0.03613,0.0
-3.79,-0.3225,0.08746,-0.0358,0.0
-3.78,-0.323,0.08716,-0.03546,0.0
-3.77,-0.3232,0.0869,-0.03513,0.0
-3.76,-0.3237,0.0866,-0.0348,0.0
-3.75,-0.324,0.0864,-0.03445,1.0
-3.74,-0.3242,0.0861,-0.0341,1.0
-3.73,-0.3247,0.0859,-0.03375,1.0
-3.72,-0.325,0.08563,-0.0334,1.0
-3.71,-0.3252,0.0854,-0.03302,1.0
-3.7,-0.3254,0.0852,-0.03265,1.0
-3.69,-0.3257,0.085,-0.0323,1.0
-3.68,-0.326,0.0848,-0.03192,1.0
-3.67,-0.326,0.0846,-0.0316,1.0
-3.66,-0.3262,0.0845,-0.03119,1.0
-3.65,-0.3262,0.0843,-0.03079,1.0
-3.64,-0.3264,0.0841,-0.0304,1.0
-3.63,-0.3264,0.084,-0.03001,1.0
-3.62,-0.3264,0.0838,-0.02963,1.0
-3.61,-0.3264,0.0837,-0.02925,1.0
-3.6,-0.3264,0.08356,-0.02888,1.0
-3.59,-0.3264,0.08344,-0.02852,1.0
-3.58,-0.3264,0.0833,-0.02817,1.0
-3.57,-0.3264,0.0832,-0.02782,1.0
-3.56,-0.3262,0.0831,-0.0275,1.0
-3.55,-0.3262,0.083,-0.02718,1.0
-3.54,-0.326,0.0829,-0.02687,1.0
-3.53,-0.3257,0.0828,-0.0266,1.0
-3.52,-0.3254,0.0827,-0.02632,1.0
-3.51,-0.3252,0.08264,-0.02608,1.0
-3.5,-0.325,0.0826,-0.02585,1.0
-3.49,-0.3247,0.08246,-0.02563,1.0
-3.48,-0.3242,0.0824,-0.02544,1.0
-3.47,-0.3237,0.08234,-0.02527,1.0
-3.46,-0.3232,0.0822,-0.02513,1.0
-3.45,-0.3228,0.08215,-0.02501,1.0
-3.44,-0.3223,0.0821,-0.02492,1.0
-3.43,-0.3218,0.08203,-0.02484,1.0
-3.42,-0.321,0.082,-0.0248,1.0
-3.41,-0.285,0.09015,-0.03662,1.0
-3.4,-0.3196,0.08185,-0.0248,1.0
-3.39,-0.3188,0.0818,-0.02486,1.0
-3.38,-0.3179,0.0817,-0.02493,1.0
-3.37,-0.317,0.08167,-0.02505,1.0
-3.36,-0.316,0.0816,-0.02524,1.0
-3.35,-0.3147,0.0816,-0.02547,1.0
-3.34,-0.3132,0.0816,-0.02577,1.0
-3.33,-0.3018,0.08325,-0.03006,1.0
-3.32,-0.3093,0.0817,-0.02692,1.0
-3.31,-0.2905,0.0835,-0.03653,1.0
-3.3,-0.2908,0.0831,-0.03632,1.0
-3.29,-0.291,0.08276,-0.03607,1.0
-3.28,-0.291,0.08246,-0.03586,1.0
-3.27,-0.291,0.0821,-0.03564,1.0
-3.26,-0.291,0.08185,-0.03543,1.0
-3.25,-0.291,0.08154,-0.03522,1.0
-3.24,-0.2908,0.0813,-0.03503,1.0
-3.23,-0.2908,0.081,-0.03485,1.0
-3.22,-0.2905,0.08075,-0.03467,1.0
-3.21,-0.2903,0.08057,-0.0345,1.0
-3.2,-0.2898,0.0803,-0.03433,1.0
-3.19,-0.2896,0.0801,-0.03418,1.0
-3.18,-0.2893,0.0799,-0.03406,1.0
-3.17,0.03214,0.1747,-0.03406,0.0
-3.16,-0.2883,0.0795,-0.03378,1.0
-3.15,-0.2878,0.07935,-0.03363,1.0
-3.14,-0.2874,0.07916,-0.0335,1.0
-3.13,-0.2869,0.079,-0.0334,1.0
-3.12,-0.2864,0.0788,-0.03326,1.0
-3.11,-0.286,0.0786,-0.03317,1.0
-3.1,-0.2854,0.0785,-0.03305,1.0
-3.09,-0.2847,0.0783,-0.03293,1.0
-3.08,-0.2842,0.0781,-0.0328,1.0
-3.07,-0.2834,0.078,-0.0327,1.0
-3.06,-0.2827,0.0779,-0.0326,1.0
-3.05,-0.2822,0.0777,-0.0325,1.0
-3.04,-0.2815,0.0776,-0.0324,1.0
-3.03,-0.2808,0.07745,-0.03232,1.0
-3.02,-0.28,0.07733,-0.03226,1.0
-3.01,-0.2793,0.0772,-0.03217,1.0
-3.0,-0.2783,0.0771,-0.0321,1.0
-2.99,-0.2776,0.07697,-0.03204,1.0
-2.98,-0.2769,0.07684,-0.032,1.0
-2.97,-0.276,0.0767,-0.03195,1.0
-2.96,-0.275,0.0766,-0.03192,1.0
-2.95,-0.2742,0.0765,-0.0319,1.0
-2.94,-0.2732,0.07635,-0.0319,1.0
-2.93,-0.2722,0.07623,-0.0319,1.0
-2.92,-0.271,0.0762,-0.0319,1.0
-2.91,-0.27,0.07605,-0.03192,1.0
-2.9,-0.269,0.0759,-0.03195,1.0
-2.89,-0.2678,0.0758,-0.032,1.0
-2.88,-0.2666,0.07574,-0.03204,1.0
-2.87,-0.2654,0.0756,-0.03214,1.0
-2.86,-0.2642,0.07556,-0.03223,1.0
-2.85,-0.263,0.07544,-0.03232,1.0
-2.84,-0.2615,0.0754,-0.03247,1.0
-2.83,-0.26,0.07526,-0.0326,1.0
-2.82,-0.2585,0.0752,-0.03278,1.0
-2.81,-0.2372,0.0778,-0.04074,1.0
-2.8,-0.2372,0.07745,-0.04056,1.0
-2.79,-0.2537,0.07495,-0.03345,1.0
-2.78,-0.2517,0.0749,-0.03375,1.0
-2.77,-0.2366,0.07635,-0.04007,1.0
-2.76,-0.2476,0.0748,-0.03455,1.0
-2.75,-0.2449,0.0748,-0.0351,1.0
-2.74,-0.2354,0.0755,-0.03964,1.0
-2.73,-0.2349,0.07526,-0.03952,1.0
-2.72,-0.2343,0.075,-0.03937,1.0
-2.71,-0.2335,0.07477,-0.03928,1.0
-2.7,-0.2317,0.0741,-0.03937,0.0
-2.69,-0.232,0.07434,-0.03903,1.0
-2.68,-0.2313,0.0741,-0.03894,1.0
-2.67,-0.2305,0.0739,-0.03885,1.0
-2.66,-0.2295,0.0737,-0.0388,1.0
-2.65,-0.2284,0.07355,-0.03876,1.0
-2.64,-0.2273,0.0734,-0.0387,1.0
-2.63,-0.2263,0.07324,-0.03864,1.0
-2.62,-0.2252,0.0731,-0.0386,1.0
-2.61,-0.224,0.07294,-0.03857,1.0
-2.6,-0.2228,0.0728,-0.03854,1.0
-2.59,-0.2216,0.0727,-0.0385,1.0
-2.58,-0.2202,0.0726,-0.03848,1.0
-2.57,-0.2189,0.07245,-0.03848,1.0
-2.56,-0.2174,0.0723,-0.0385,1.0
-2.55,-0.2158,0.0722,-0.03854,1.0
-2.54,-0.2142,0.0721,-0.03857,1.0
-2.53,-0.2126,0.072,-0.03867,1.0
-2.52,-0.2109,0.0719,-0.03876,1.0
-2.51,-0.11444,0.06647,-0.07245,1.0
-2.5,-0.2072,0.0717,-0.03897,1.0
-2.49,-0.2053,0.07166,-0.03915,1.0
-2.48,-0.2032,0.0716,-0.03934,1.0
-2.47,-0.2012,0.07153,-0.03952,1.0
-2.46,-0.1989,0.0715,-0.03976,1.0
-2.45,-0.11096,0.06635,-0.07074,1.0
-2.44,-0.0564,0.06015,-0.08685,1.0
-2.43,-0.1915,0.0714,-0.04074,1.0
-2.42,-0.1791,0.07166,-0.04294,0.0
-2.41,-0.1807,0.07153,-0.04254,0.0
-2.4,-0.04245,0.05948,-0.0893,1.0
-2.39,-0.03894,0.05936,-0.0899,1.0
-2.38,-0.0354,0.0592,-0.0905,1.0
-2.37,-0.0348,0.05908,-0.0905,1.0
-2.36,-0.0372,0.05893,-0.08997,1.0
-2.35,-0.1897,0.07153,-0.04092,1.0
-2.34,-0.0617,0.06714,-0.07733,0.0
-2.33,-0.0714,0.07007,-0.0765,0.0
-2.32,-0.1869,0.0707,-0.04083,1.0
-2.31,-0.11346,0.06744,-0.06836,1.0
-2.3,-0.1864,0.07056,-0.04086,1.0
-2.29,-0.1859,0.07056,-0.041,1.0
-2.28,-0.1849,0.07056,-0.0412,1.0
-2.27,-0.1829,0.0708,-0.04175,1.0
-2.26,-0.144,0.0784,-0.0546,0.0
-2.25,-0.1854,0.0707,-0.04053,0.0
-2.24,-0.194,0.06995,-0.03824,1.0
-2.23,-0.1941,0.0698,-0.03802,1.0
-2.22,-0.1941,0.06964,-0.03784,1.0
-2.21,-0.1941,0.0695,-0.03766,1.0
-2.2,-0.03305,0.05695,-0.0892,1.0
-2.19,-0.03198,0.05682,-0.0893,1.0
-2.18,-0.194,0.06915,-0.03714,1.0
-2.17,-0.1937,0.0691,-0.03696,1.0
-2.16,-0.12006,0.06525,-0.06335,1.0
-2.15,-0.1204,0.0652,-0.0629,1.0
-2.14,-0.1208,0.0651,-0.06256,1.0
-2.13,-0.1929,0.0686,-0.03638,1.0
-2.12,-0.1216,0.065,-0.06174,1.0
-2.11,-0.122,0.065,-0.0613,1.0
-2.1,-0.1918,0.0683,-0.036,1.0
-2.09,-0.123,0.06506,-0.06033,1.0
-2.08,-0.1909,0.0681,-0.0358,1.0
-2.07,-0.01631,0.05545,-0.09094,1.0
-2.06,-0.014824,0.05533,-0.0911,1.0
-2.05,-0.1892,0.0678,-0.03558,1.0
-2.04,-0.01183,0.0551,-0.09143,1.0
-2.03,-0.1879,0.0676,-0.0355,1.0
-2.02,-0.00899,0.05496,-0.09174,1.0
-2.01,-0.1864,0.06744,-0.03543,1.0
-2.0,-0.006195,0.05484,-0.092,1.0
-1.99,-0.004803,0.05478,-0.0921,1.0
-1.98,-0.003407,0.05475,-0.09216,1.0
-1.97,-0.002,0.05472,-0.0923,1.0
-1.96,-0.000577,0.0547,-0.0924,1.0
-1.95,0.000867,0.05466,-0.0925,1.0
-1.94,-0.12286,0.06445,-0.0564,1.0
-1.93,0.00383,0.0546,-0.0928,1.0
-1.92,0.005356,0.05457,-0.0929,1.0
-1.91,0.00691,0.05457,-0.093,1.0
-1.9,0.00849,0.05457,-0.09314,1.0
-1.89,-0.0123,0.0617,-0.0833,0.0
-1.88,0.011765,0.05457,-0.09344,1.0
-1.87,0.01344,0.05457,-0.09357,1.0
-1.86,0.01515,0.05457,-0.09375,1.0
-1.85,0.01689,0.0546,-0.0939,1.0
-1.84,0.01866,0.0546,-0.094,1.0
-1.83,0.02045,0.05463,-0.0942,1.0
-1.82,0.02226,0.05466,-0.0943,1.0
-1.81,0.02411,0.05472,-0.0945,1.0
-1.8,0.02596,0.05475,-0.0946,1.0
-1.79,0.02783,0.05478,-0.0947,1.0
-1.78,0.02974,0.05484,-0.0949,1.0
-1.77,0.03165,0.0549,-0.09503,1.0
-1.76,0.03357,0.05496,-0.0952,1.0
-1.75,0.03552,0.05502,-0.09534,1.0
-1.74,0.0375,0.05508,-0.09546,1.0
-1.73,0.0395,0.0551,-0.09564,1.0
-1.72,0.0415,0.05518,-0.0958,1.0
-1.71,0.04355,0.05524,-0.09595,1.0
-1.7,0.04562,0.05527,-0.0961,1.0
-1.69,0.0477,0.0553,-0.0963,1.0
-1.68,0.04984,0.0553,-0.0965,1.0
-1.67,0.052,0.0553,-0.09674,1.0
-1.66,0.05423,0.05524,-0.0969,1.0
-1.65,0.05652,0.05518,-0.0972,1.0
-1.64,0.0588,0.05505,-0.0975,1.0
-1.63,0.06113,0.055,-0.0977,1.0
-1.62,0.06366,0.05472,-0.09814,0.0
-1.61,0.066,0.05463,-0.0984,0.0
-1.6,0.06836,0.05453,-0.0987,0.0
-1.59,0.07104,0.05423,-0.0991,1.0
-1.58,0.0731,0.05438,-0.09924,0.0
-1.57,0.0762,0.05377,-0.0999,1.0
-1.56,0.0788,0.05353,-0.1003,1.0
-1.55,0.0814,0.0533,-0.1007,1.0
-1.54,0.08405,0.05307,-0.1011,1.0
-1.53,0.08673,0.05283,-0.1015,1.0
-1.52,0.08936,0.05258,-0.10187,1.0
-1.51,0.09204,0.05234,-0.1023,1.0
-1.5,0.0947,0.0521,-0.1027,1.0
-1.49,0.09735,0.05185,-0.1031,1.0
