alpha,c_l,c_d,c_m,converged
-31.06,-20.48,0.03888,5.742,0.0
-31.05,-0.681,0.4172,0.05286,1.0
-31.05,-0.681,0.4172,0.0528,1.0
-31.03,-0.751,14.49,0.1597,0.0
-31.02,-0.681,0.417,0.05267,1.0
-31.02,-23.77,0.0885,6.496,0.0
-31.0,-0.681,0.417,0.05255,1.0
-30.98,-4.277,0.0,1.17,0.0
-30.98,-5.12,0.1315,1.399,0.0
-30.97,-0.681,0.4167,0.05237,1.0
-30.95,-23.36,0.0951,6.39,0.0
-30.95,-0.681,0.4167,0.05225,1.0
-30.94,-3.963,0.0,1.054,0.0
-30.94,-0.681,0.4165,0.05212,1.0
-30.92,-4.227,0.004173,1.15,0.0
-30.9,-0.681,0.4165,0.052,1.0
-30.9,-0.681,0.4165,0.05194,1.0
-30.89,-9.24,0.05072,2.61,0.0
-30.88,-27.55,0.007637,7.367,0.0
-30.88,-0.681,0.4163,0.05176,1.0
-30.86,-0.681,0.4163,0.0517,1.0
-30.84,-0.681,0.4163,0.05164,1.0
-30.84,-15.97,0.2471,4.438,0.0
-30.83,-21.03,0.0754,5.695,0.0
-30.81,-8.63,84.8,2.393,0.0
-30.81,-16.6,0.005146,4.65,0.0
-30.8,-22.78,0.02615,5.195,0.0
-30.8,-13.555,24.11,3.691,0.0
-30.78,-2.83,0.0,0.746,0.0
-30.77,-0.6113,0.3406,0.0883,0.0
-30.77,-0.681,0.4158,0.05106,1.0
-30.75,-0.681,0.4158,0.051,1.0
-30.73,-14.32,0.0366,4.09,0.0
-30.73,-3.54,0.0029,0.94,0.0
-30.72,-0.681,0.4155,0.05078,1.0
-30.7,-20.53,0.0821,5.51,0.0
-30.7,-5.438,0.10944,1.474,0.0
-30.69,-4.59,Inf,1.219,0.0
-30.69,-17.8,0.1197,4.934,0.0
-30.67,-3.58,0.04245,0.945,0.0
-30.66,-8.5,0.0951,2.256,0.0
-30.66,-2.643,0.1703,0.671,0.0
-30.64,-0.5923,Inf,0.09076,0.0
-30.62,-5.51,2.338,1.491,0.0
-30.62,-0.7017,0.1238,0.1168,0.0
-30.61,-0.6807,0.415,0.05008,1.0
-30.6,-0.6807,0.4148,0.05,1.0
-30.6,-0.6807,0.4148,0.04993,1.0
-30.58,-7.03,0.0,1.876,0.0
-30.56,-0.6807,0.4148,0.0498,1.0
-30.56,-2.686,0.0,0.712,0.0
-30.55,-4.12,0.5537,1.105,0.0
-30.55,-0.6807,0.4146,0.0496,1.0
-30.53,-0.6807,0.4146,0.04953,1.0
-30.52,-3.379,Inf,0.8975,0.0
-30.52,-2.89,1.995e3,0.766,0.0
-30.5,-0.6807,0.4143,0.04932,1.0
-30.48,-4.598,0.233,1.23,0.0
-30.48,-28.16,0.01591,7.324,0.0
-30.47,-13.37,4.644e3,3.582,0.0
-30.45,-4.105,0.0,1.103,0.0
-30.45,-0.68,0.414,0.04898,1.0
-30.44,-3.826,0.3054,0.999,0.0
-30.44,-22.31,0.00417,5.61,0.0
-30.42,-3.885,0.0,1.044,0.0
-30.4,-22.11,8.05e-6,6.316,0.0
-30.4,-19.73,0.09467,5.176,0.0
-30.39,-5.86,0.402,1.582,0.0
-30.38,-0.68,0.4136,0.04852,1.0
-30.38,-3.387,1.15e-5,0.906,0.0
-30.36,-0.68,0.4136,0.04837,1.0
-30.34,-24.94,0.0673,5.902,0.0
-30.34,-0.68,0.4133,0.04825,1.0
-30.33,-0.68,0.4133,0.04816,1.0
-30.31,-2.752,0.0,0.7188,0.0
-30.31,-23.92,0.1329,5.895,0.0
-30.3,-0.558,Inf,0.0843,0.0
-30.3,-0.6797,0.413,0.04788,1.0
-30.28,-0.6797,0.413,0.04782,1.0
-30.27,-0.6797,0.413,0.04776,1.0
-30.27,-4.61,0.0835,1.245,0.0
-30.25,-3.803,0.0566,1.019,0.0
-30.23,-0.6797,0.4128,0.04755,1.0
-30.23,-0.6797,0.4128,0.0475,1.0
-30.22,-3.621,0.6475,1.024,0.0
-30.2,-8.93,0.0,2.496,0.0
-30.2,-19.47,0.1465,5.156,0.0
-30.19,-0.679,0.4126,0.04718,1.0
-30.19,-23.98,0.004047,5.855,0.0
-30.17,-21.7,0.0644,5.895,0.0
-30.16,-0.679,0.4124,0.047,1.0
-30.16,-1.631,0.0773,0.384,0.0
-30.14,-20.77,0.0774,5.676,0.0
-30.12,-0.679,0.412,0.04678,1.0
-30.12,-0.679,0.412,0.0467,1.0
-30.11,-20.72,0.0957,5.645,0.0
-30.1,-20.98,0.05646,5.6,0.0
-30.1,-20.22,0.0716,5.43,0.0
-30.08,-0.6787,0.4119,0.04642,1.0
-30.06,-0.6787,0.4119,0.04636,1.0
-30.06,-0.6787,0.4116,0.04626,1.0
-30.05,-0.571,0.2244,0.0695,0.0
-30.05,-0.6787,0.4116,0.04614,1.0
-30.03,-8.04,0.0,2.24,0.0
-30.02,-24.9,2.69e-5,5.945,0.0
-30.02,-0.6787,0.4114,0.04593,1.0
-30.0,-4.57,0.03253,1.221,0.0
-29.98,-5.816,0.4492,1.557,0.0
-29.98,-2.908,4.948e3,0.746,0.0
-29.97,-7.973,0.603,2.186,0.0
-29.95,-19.89,0.106,5.367,0.0
-29.95,-0.678,0.4111,0.0455,1.0
-29.94,-0.678,0.411,0.0454,1.0
-29.94,-3.375,0.0,0.8833,0.0
-29.92,-14.66,0.0,4.023,0.0
-29.9,-12.59,0.0,3.451,0.0
-29.9,-4.203,0.0692,1.118,0.0
-29.89,-8.92,0.0,2.51,0.0
-29.88,-10.445,0.04874,2.68,0.0
-29.88,-0.6777,0.4104,0.04492,1.0
-29.86,-2.996,0.959,0.776,0.0
-29.84,-11.68,0.1355,3.297,0.0
-29.84,-18.8,0.1633,4.934,0.0
-29.83,-0.6772,0.4102,0.04462,0.0
-29.81,-17.86,0.006626,5.02,0.0
-29.81,-3.26,0.0,0.863,0.0
-29.8,-0.6772,0.4102,0.0444,1.0
-29.8,-0.6772,0.41,0.04434,1.0
-29.78,-0.6763,0.1233,0.1072,0.0
-29.77,-4.227,0.1203,1.161,0.0
-29.77,-25.7,0.1046,6.297,0.0
-29.75,-32.4,0.01697,7.16,0.0
-29.73,-2.6,0.05075,0.67,0.0
-29.73,-41.78,0.02107,10.19,0.0
-29.72,-0.677,0.4094,0.04385,0.0
-29.7,-0.677,0.4094,0.0438,0.0
-29.7,-24.28,0.1102,5.93,0.0
-29.69,-23.89,0.1008,5.85,0.0
-29.69,-0.677,0.4092,0.04358,0.0
-29.67,-33.12,0.01143,9.25,0.0
-29.66,-18.73,1.19e-5,5.18,0.0
-29.66,-3.629,0.02046,0.955,0.0
-29.64,-4.004,6.0e-8,1.06,0.0
-29.62,-3.924,Inf,1.035,0.0
-29.62,-0.6763,0.4087,0.04315,0.0
-29.61,-2.541,0.0,0.645,0.0
-29.6,-0.862,0.1605,0.157,0.0
-29.6,-0.6763,0.4084,0.04294,0.0
-29.58,-0.2842,Inf,6.1e-5,0.0
-29.56,-19.92,0.0908,5.395,0.0
-29.56,-25.64,0.1053,6.31,0.0
-29.55,-23.28,0.0585,5.312,0.0
-29.55,-59.38,0.051,14.445,0.0
-29.53,-0.676,0.408,0.0425,0.0
-29.52,-16.31,0.01251,4.33,0.0
-29.52,-24.3,0.05753,5.62,0.0
-29.5,-33.6,0.00488,8.24,0.0
-29.48,-25.27,0.0472,5.844,0.0
-29.48,-0.6753,0.4075,0.04214,0.0
-29.47,-21.31,0.002224,5.35,0.0
-29.45,-25.81,0.0627,6.137,0.0
-29.45,-2.62,0.0,0.68,0.0
-29.44,-28.02,0.0388,6.688,0.0
-29.44,-0.605,1.072e3,0.0974,0.0
-29.42,-27.72,0.011246,7.55,0.0
-29.4,-0.675,0.407,0.04166,0.0
-29.4,-20.84,0.002325,5.05,0.0
-29.39,-0.675,0.4067,0.0415,0.0
-29.38,-0.675,0.4067,0.04144,0.0
-29.38,-0.675,0.4067,0.04138,0.0
-29.36,-0.6743,0.4065,0.0413,0.0
-29.34,-19.5,0.001767,4.695,0.0
-29.34,-21.38,0.005447,5.64,0.0
-29.33,-22.69,0.04004,4.977,0.0
-29.31,-0.6743,0.4062,0.04102,0.0
-29.31,-0.6743,0.4062,0.04095,0.0
-29.3,-21.86,0.02682,5.73,0.0
-29.3,-0.674,0.406,0.0408,0.0
-29.28,-6.793,0.00601,1.836,0.0
-29.27,-0.674,0.4058,0.04065,0.0
-29.27,-2.455,0.0,0.6284,0.0
-29.25,-22.94,0.1299,5.297,0.0
-29.23,-21.77,0.00010175,5.188,0.0
-29.23,-22.4,0.006,5.957,0.0
-29.22,-0.6567,0.3086,0.0922,0.0
-29.2,-0.6733,0.4053,0.04022,0.0
-29.2,-0.428,0.2484,0.03195,0.0
-29.19,-0.673,0.405,0.04007,0.0
-29.19,-0.673,0.405,0.04,0.0
-29.17,-18.02,0.1655,4.74,0.0
-29.16,-10.586,1.862e4,2.92,0.0
-29.16,-17.69,0.1031,4.734,0.0
-29.14,-10.99,0.1521,2.94,0.0
-29.12,-20.05,0.09735,5.406,0.0
-29.12,-19.47,0.06244,5.133,0.0
-29.11,-20.92,0.1124,5.52,0.0
-29.1,-2.1,1.056e3,0.4895,0.0
-29.1,-0.672,0.4043,0.03934,0.0
-29.08,-0.672,0.404,0.03928,0.0
-29.06,-0.672,0.404,0.03918,0.0
-29.06,-25.5,0.0994,5.902,0.0
-29.05,-10.71,0.0008016,2.967,0.0
-29.05,-0.6714,0.4038,0.03897,0.0
-29.03,-0.6714,0.4036,0.0389,0.0
-29.02,-0.6714,0.4036,0.03882,0.0
-29.02,-2.707,4.784e4,0.687,0.0
-29.0,-6.027,0.0,1.575,0.0
-28.98,-0.671,0.4033,0.0386,0.0
-28.98,-4.133,0.0,1.087,0.0
-28.97,-0.671,0.403,0.03845,0.0
-28.95,-0.671,0.403,0.0384,0.0
-28.95,-0.6704,0.4028,0.0383,0.0
-28.94,-10.4,0.0,2.87,0.0
-28.94,-0.6704,0.4026,0.03818,0.0
-28.92,-11.7,3.642e3,3.219,0.0
-28.9,-0.6377,0.276,0.0867,0.0
-28.9,-6.28,0.1624,1.69,0.0
-28.89,-0.67,0.4023,0.03787,0.0
-28.88,-0.67,0.402,0.03778,0.0
-28.88,-26.92,5.89e-5,7.137,0.0
-28.86,-0.6694,0.402,0.03766,0.0
-28.84,-0.6694,0.4019,0.03757,0.0
-28.84,-24.12,0.11926,5.805,0.0
-28.83,-24.12,0.1164,5.805,0.0
-28.81,-3.957,2.354e-5,1.025,0.0
-28.81,-25.83,0.06506,5.832,0.0
-28.8,-3.89,0.1572,1.013,0.0
-28.8,-0.669,0.4014,0.03714,0.0
-28.78,-55.66,0.10547,13.89,0.0
-28.77,-3.467,0.10114,0.9043,0.0
-28.77,-0.6685,0.4011,0.0369,0.0
-28.75,-17.84,0.0967,4.64,0.0
-28.73,-15.79,3.0e-7,4.203,0.0
-28.73,-0.6685,0.401,0.0367,0.0
-28.72,-47.88,0.1262,11.19,0.0
-28.7,-23.61,0.03162,5.418,0.0
-28.7,-3.865,0.4426,1.001,0.0
-28.69,-11.69,0.0688,3.092,0.0
-28.69,-4.46,6.572e3,1.186,0.0
-28.67,-22.9,6.33e-5,5.414,0.0
-28.66,-0.4622,0.1545,0.04214,0.0
-28.66,-1.264,Inf,0.262,0.0
-28.64,-20.1,0.002983,4.957,0.0
-28.62,-0.667,0.4,0.03595,0.0
-28.62,-0.6714,0.3977,0.03674,0.0
-28.61,-0.667,0.3997,0.0358,0.0
-28.6,-0.6665,0.3997,0.03574,0.0
-28.6,-25.9,0.0849,5.797,0.0
-28.58,-0.6665,0.3994,0.03558,0.0
-28.56,-11.35,0.0,3.102,0.0
-28.56,-0.407,Inf,0.02762,0.0
-28.55,-0.2362,0.1682,-0.02113,0.0
-28.55,-0.662,0.3918,0.03525,1.0
-28.53,-0.6606,0.3894,0.03525,1.0
-28.52,-1.358,Inf,0.3054,0.0
-28.52,-0.6587,0.3855,0.03525,1.0
-28.5,-22.95,0.0492,5.137,0.0
-28.48,-19.9,0.00303,4.863,0.0
-28.48,-0.6562,0.381,0.03522,1.0
-28.47,-18.94,0.004192,4.605,0.0
-28.45,-0.655,0.3787,0.03522,1.0
-28.45,-0.6543,0.3777,0.0352,1.0
-28.44,-11.57,0.0001253,2.979,0.0
-28.44,-11.88,0.001784,3.262,0.0
-28.42,-0.6523,0.3748,0.03516,1.0
-28.4,-0.652,0.3738,0.03513,1.0
-28.4,-10.56,1.297e4,2.836,0.0
-28.39,-0.651,0.3723,0.0351,1.0
-28.38,-2.2,1.543,0.5425,0.0
-28.38,-7.703,0.004707,2.008,0.0
-28.36,-20.52,0.00603,4.883,0.0
-28.34,-25.77,0.02773,6.0,0.0
-28.34,-0.6484,0.3687,0.035,1.0
-28.33,-11.875,543.5,3.207,0.0
-28.31,-0.6475,0.3674,0.03494,1.0
-28.31,-6.46,0.0,1.684,0.0
-28.3,-0.647,0.3662,0.03488,1.0
-28.3,-7.69,0.003242,2.105,0.0
-28.28,-24.61,0.01762,6.074,0.0
-28.27,-27.8,0.00713,6.707,0.0
-28.27,-27.25,0.1647,6.81,0.0
-28.25,-52.12,0.07245,12.66,0.0
-28.23,-11.56,0.077,3.191,0.0
-28.23,-18.34,0.1175,4.836,0.0
-28.22,-8.33,0.732,2.215,0.0
-28.2,-0.6436,0.3616,0.03464,1.0
-28.2,-1.883,0.0,0.4575,0.0
-28.19,-0.6426,179.4,0.0972,0.0
-28.19,-0.6426,0.3604,0.03455,1.0
-28.17,-20.72,0.1383,5.516,0.0
-28.16,-14.34,0.1918,3.076,0.0
-28.16,-38.47,0.000952,10.56,0.0
-28.14,-2.443,0.0674,0.6123,0.0
-28.12,-33.12,0.00191,8.16,0.0
-28.12,-0.641,0.358,0.03433,1.0
-28.11,-0.6406,0.3574,0.0343,1.0
-28.1,-0.6406,0.357,0.03427,1.0
-28.1,-0.64,0.3567,0.03424,1.0
-28.08,-0.6396,0.3562,0.0342,1.0
-28.06,-2.21,Inf,0.5454,0.0
-28.06,-21.44,0.0428,5.56,0.0
-28.05,-0.639,0.3552,0.0341,1.0
-28.05,-0.6387,0.3547,0.03406,1.0
-28.03,-2.1,0.2278,0.5127,0.0
-28.02,-18.69,0.059,4.82,0.0
-28.02,-0.638,0.3538,0.03394,1.0
-28.0,-0.2343,0.1803,-0.01912,0.0
-27.98,-0.6377,0.3533,0.03387,1.0
-27.98,-8.95,0.0,2.418,0.0
-27.97,-51.78,0.0559,12.4,0.0
-27.95,-23.45,0.0484,5.96,0.0
-27.95,-0.4495,0.2085,0.04474,0.0
-27.94,-2.176,0.0,0.5366,0.0
-27.94,-1.752,3.736e3,0.4175,0.0
-27.92,-0.6357,0.351,0.03357,1.0
-27.9,-8.79,0.0,2.326,0.0
-27.9,-21.78,0.0,5.01,0.0
-27.89,-24.88,0.05356,6.227,0.0
-27.88,-20.7,0.006947,4.906,0.0
-27.88,-0.6343,0.3496,0.0334,1.0
-27.86,-12.32,6.22e4,3.367,0.0
-27.84,-0.634,0.3489,0.0333,1.0
-27.84,-27.64,0.002928,6.8,0.0
-27.83,-12.15,3.479,3.125,0.0
-27.81,-24.52,0.0,6.527,0.0
-27.81,-0.6333,0.348,0.0331,1.0
-27.8,-0.633,0.3477,0.03308,1.0
-27.8,-20.7,0.02368,4.824,0.0
-27.78,-0.6323,0.3472,0.033,1.0
-27.77,-0.6323,0.347,0.03293,1.0
-27.77,-39.44,0.0687,9.35,0.0
-27.75,-0.632,0.3464,0.03284,1.0
-27.73,-0.6313,0.3462,0.0328,1.0
-27.73,-24.08,0.0,6.13,0.0
-27.72,-0.631,0.3457,0.0327,1.0
-27.7,-2.506,0.3035,0.6167,0.0
-27.7,-80.56,0.001763,22.78,0.0
-27.69,-36.3,3.28e-5,9.336,0.0
-27.69,-16.8,0.11475,4.38,0.0
-27.67,-11.72,4.333e-5,3.205,0.0
-27.66,-0.63,0.3442,0.0324,1.0
-27.66,-19.11,0.0469,4.86,0.0
-27.64,-0.6294,0.3438,0.03232,1.0
-27.62,-0.629,0.3435,0.0323,1.0
-27.62,-0.629,0.3433,0.03223,1.0
-27.61,-0.5327,0.2379,0.05634,0.0
-27.6,-0.6284,0.3428,0.03214,1.0
-27.6,-0.628,0.3425,0.03207,1.0
-27.58,-19.66,0.00249,5.254,0.0
-27.56,-6.227,0.0,1.685,0.0
-27.56,-0.6274,0.3418,0.03192,1.0
-27.55,-48.2,0.0541,11.28,0.0
-27.55,-0.627,0.3413,0.03183,1.0
-27.53,-0.627,0.3413,0.03177,1.0
-27.52,-0.6265,0.341,0.03174,1.0
-27.52,-2.438,0.346,0.5967,0.0
-27.5,-1.559,Inf,0.3623,0.0
-27.48,-0.626,0.3403,0.0316,1.0
-27.48,-0.6255,0.34,0.03152,1.0
-27.47,-0.5747,0.242,0.0676,0.0
-27.45,-0.6255,0.3396,0.03143,1.0
-27.45,-0.625,0.3396,0.03137,1.0
-27.44,-0.625,0.3394,0.0313,1.0
-27.44,-15.49,0.0599,4.25,0.0
-27.42,-0.4849,0.4304,0.03778,0.0
-27.4,-0.624,0.3386,0.03116,1.0
-27.4,-0.624,0.3384,0.03111,1.0
-27.39,-0.6235,0.3381,0.03105,1.0
-27.38,-0.4448,0.3247,0.03122,0.0
-27.38,-1.591,743.0,0.3716,0.0
-27.36,-0.623,0.3376,0.0309,1.0
-27.34,-0.3896,4.82e3,0.02873,0.0
-27.34,-0.6226,0.3372,0.03079,1.0
-27.33,-0.6226,0.337,0.03073,1.0
-27.31,-0.622,0.337,0.03069,1.0
-27.31,-18.2,0.0689,4.6,0.0
-27.3,-0.6216,0.3364,0.03056,1.0
-27.3,-0.6216,0.3362,0.03052,1.0
-27.28,-0.6216,0.336,0.03046,1.0
-27.27,-0.621,0.336,0.03041,1.0
-27.27,-24.02,0.06824,6.043,0.0
-27.25,-7.992,0.010735,2.145,0.0
-27.23,-0.6206,0.3352,0.03024,1.0
-27.23,-0.62,0.3352,0.03018,1.0
-27.22,-0.62,0.335,0.03012,1.0
-27.2,-0.619,0.27,0.07477,0.0
-27.2,-22.92,0.01164,5.73,0.0
-27.19,-0.6196,0.3342,0.02995,1.0
-27.19,-0.619,0.3342,0.0299,1.0
-27.17,-0.619,0.334,0.02985,1.0
-27.16,-0.6187,0.3337,0.02979,1.0
-27.16,-0.6187,0.3335,0.02974,1.0
-27.14,-0.618,0.3335,0.02968,1.0
-27.12,-22.33,0.005478,5.312,0.0
-27.12,-13.7,0.0,3.707,0.0
-27.11,-8.055,190.1,2.031,0.0
-27.1,-0.6177,0.3328,0.02945,1.0
-27.1,-0.617,0.3325,0.02939,1.0
-27.08,-12.05,0.04227,3.262,0.0
-27.06,-10.445,0.0,2.85,0.0
-27.06,-0.2803,0.125,-0.0114,0.0
-27.05,-9.99,333.5,2.652,0.0
-27.05,-0.54,0.33,0.04257,0.0
-27.03,-0.616,0.3313,0.02905,1.0
-27.02,-0.6157,0.3313,0.02899,1.0
-27.02,-6.152,198.6,1.595,0.0
-27.0,-0.615,0.3308,0.02887,1.0
-26.98,-0.812,18.62,0.1414,0.0
-26.98,-0.175,0.04642,-0.03488,0.0
-26.97,-0.6147,0.3303,0.0287,1.0
-26.95,-0.4119,0.1827,0.02965,0.0
-26.95,-0.6143,0.33,0.02858,1.0
-26.94,-0.6143,0.3298,0.02852,1.0
-26.94,-0.614,0.3296,0.02846,1.0
-26.92,-0.614,0.3293,0.0284,1.0
-26.9,-6.348,0.0291,1.661,0.0
-26.9,-0.6133,0.329,0.02827,1.0
-26.89,-0.613,0.3289,0.02823,1.0
-26.88,-0.613,0.3286,0.02817,1.0
-26.88,-8.55,0.02272,2.271,0.0
-26.86,-0.6123,0.3284,0.02805,1.0
-26.84,-0.612,0.3281,0.02798,1.0
-26.84,-0.612,0.3281,0.02792,1.0
-26.83,-1.165,0.6494,0.242,0.0
-26.81,-12.43,0.0,3.371,0.0
-26.81,-18.53,0.0662,4.34,0.0
-26.8,-7.18,0.0,1.884,0.0
-26.8,-2.607,0.0,0.6357,0.0
-26.78,-6.277,0.0,1.617,0.0
-26.77,-0.6104,0.327,0.0275,1.0
-26.77,-5.83,0.000645,1.545,0.0
-26.75,-0.61,0.3264,0.02737,1.0
-26.73,-5.215,0.0,1.322,0.0
-26.73,-47.3,0.03754,12.52,0.0
-26.72,-0.6094,0.326,0.02719,1.0
-26.7,-1.655,0.12445,0.3801,0.0
-26.7,-0.609,0.3257,0.02707,1.0
-26.69,-0.6084,0.3254,0.02701,1.0
-26.69,-0.6084,0.3254,0.02695,1.0
-26.67,-0.608,0.3252,0.02689,0.0
-26.66,-0.608,0.325,0.02682,1.0
-26.66,-8.31,2.9e-6,2.258,0.0
-26.64,-0.6074,0.3247,0.0267,1.0
-26.62,-0.6074,0.3245,0.02664,1.0
-26.62,-8.055,0.0,2.15,0.0
-26.61,-11.28,2.834,3.066,0.0
-26.6,-17.27,0.001223,4.23,0.0
-26.6,-0.6064,0.3237,0.0264,1.0
-26.58,-18.53,0.006115,4.664,0.0
-26.56,-0.606,0.3235,0.02626,1.0
-26.56,-19.55,0.01363,4.957,0.0
-26.55,-0.6055,0.3232,0.02614,1.0
-26.55,-0.605,0.323,0.02608,1.0
-26.53,-0.605,0.3228,0.02602,1.0
-26.52,-21.47,0.0826,4.68,0.0
-26.52,-0.6045,0.3225,0.0259,1.0
-26.5,-0.6045,0.3223,0.02583,1.0
-26.48,-0.604,0.3223,0.02577,1.0
-26.48,-1.109,Inf,0.2332,0.0
-26.47,-0.6035,0.3218,0.02563,1.0
-26.45,-0.6035,0.3218,0.02557,1.0
-26.45,-1.508,0.0981,0.3389,0.0
-26.44,-0.603,0.3213,0.02545,1.0
-26.44,-18.11,0.02808,4.75,0.0
-26.42,-0.6025,0.321,0.02533,1.0
-26.4,-0.602,0.3208,0.02525,1.0
-26.4,-1.357,7.74,0.2893,0.0
-26.39,-0.602,0.3206,0.02513,1.0
-26.38,-0.6016,0.3203,0.02507,1.0
-26.38,-0.6016,0.3203,0.02501,1.0
-26.36,-0.601,0.32,0.02495,1.0
-26.34,-17.98,0.03433,4.7,0.0
-26.34,-0.6006,0.3198,0.02481,1.0
-26.33,-0.6006,0.3196,0.02475,1.0
-26.31,-0.6,0.3193,0.02469,1.0
-26.31,-18.22,0.03906,4.367,0.0
-26.3,-0.5996,0.319,0.02455,1.0
-26.3,-9.52,0.0,2.53,0.0
-26.28,-4.32,0.0,1.048,0.0
-26.27,-28.17,0.1515,6.766,0.0
-26.27,-13.54,0.0344,3.666,0.0
-26.25,-0.5986,0.3184,0.02423,1.0
-26.23,-0.5986,0.318,0.02417,1.0
-26.23,-0.598,0.318,0.02411,1.0
-26.22,-0.752,0.0,0.1406,0.0
-26.2,-0.5977,0.3176,0.02397,1.0
-26.2,-0.5977,0.3176,0.02391,1.0
-26.19,-16.9,0.0639,4.27,0.0
-26.19,-17.28,0.04895,4.324,0.0
-26.17,-17.44,0.04486,4.348,0.0
-26.16,-17.45,0.04587,4.395,0.0
-26.16,-0.596,0.3167,0.02359,1.0
-26.14,-0.596,0.3167,0.02353,1.0
-26.12,-17.39,0.04794,4.414,0.0
-26.12,-15.92,0.03043,4.01,0.0
-26.11,-5.277,8.54e3,1.39,0.0
-26.1,-0.595,0.316,0.02327,1.0
-26.1,-9.61,2.088e3,2.54,0.0
-26.08,-0.5947,0.3157,0.02313,1.0
-26.06,-0.5947,0.3154,0.02307,1.0
-26.06,-0.594,0.3154,0.023,1.0
-26.05,-0.594,0.3152,0.02293,1.0
-26.05,-0.5938,0.315,0.02287,1.0
-26.03,-0.5938,0.315,0.02281,1.0
-26.02,-35.12,0.000574,9.38,0.0
-26.02,-18.58,0.0307,4.203,0.0
-26.0,-4.816,0.0,1.275,0.0
-25.98,-1.011,1.029e4,0.2043,0.0
-25.98,-0.5923,0.3142,0.02248,1.0
-25.97,-0.5923,0.314,0.02242,1.0
-25.95,-0.592,0.3137,0.02234,1.0
-25.95,-0.592,0.3137,0.02228,1.0
-25.94,-0.5913,0.3135,0.02222,1.0
-25.94,-0.5913,0.3132,0.02214,1.0
-25.92,-0.591,0.3132,0.02208,1.0
-25.9,-6.617,0.0018,1.663,0.0
-25.9,-5.4,0.0,1.421,0.0
-25.89,-0.5903,0.3127,0.02188,1.0
-25.88,-0.59,0.3125,0.02182,1.0
-25.88,-7.406,0.0,1.909,0.0
-25.86,-0.59,0.3123,0.02168,1.0
-25.84,-0.5894,0.312,0.02162,1.0
-25.84,-5.367,0.0,1.371,0.0
-25.83,-6.527,13.305,1.699,0.0
-25.81,-0.589,0.3118,0.02142,1.0
-25.81,-0.5884,0.3115,0.02135,1.0
-25.8,-0.5884,0.3113,0.02129,1.0
-25.8,-7.617,0.0001302,2.043,0.0
-25.78,-15.89,0.0,4.273,0.0
-25.77,-8.63,0.0,2.316,0.0
-25.77,-2.973,0.0,0.734,0.0
-25.75,-10.875,0.0,2.912,0.0
-25.73,-0.587,0.3105,0.02089,1.0
-25.73,-0.5864,0.3103,0.02081,1.0
-25.72,-10.375,4.9e-6,2.719,0.0
-25.7,-31.38,0.006855,8.66,0.0
-25.7,-0.586,0.3098,0.02061,1.0
-25.69,-9.44,0.0,2.514,0.0
-25.69,-0.5854,0.3096,0.02048,1.0
-25.67,-8.25,0.0382,2.125,0.0
-25.66,-0.585,0.3093,0.02036,1.0
-25.66,-0.5845,0.309,0.02028,1.0
-25.64,-16.55,0.01112,4.19,0.0
-25.62,-0.584,0.3088,0.02014,1.0
-25.62,-8.98,0.0,2.35,0.0
-25.61,-6.652,0.0,1.687,0.0
-25.6,-0.5835,0.3083,0.01994,1.0
-25.6,-0.583,0.308,0.01988,1.0
-25.58,-0.583,0.308,0.0198,1.0
-25.56,-0.5825,0.3079,0.01974,1.0
-25.56,-0.5825,0.3076,0.01967,1.0
-25.55,-0.582,0.3076,0.0196,1.0
-25.55,-0.582,0.3074,0.01955,1.0
-25.53,-6.984,0.0,1.757,0.0
-25.52,-41.28,0.05685,9.62,0.0
-25.52,-0.5815,0.307,0.01933,1.0
-25.5,-0.581,0.307,0.01927,1.0
-25.48,-0.581,0.3066,0.0192,1.0
-25.48,-9.77,0.00637,2.625,0.0
-25.47,-18.55,0.01158,4.656,0.0
-25.45,-0.58,0.3062,0.019,1.0
-25.45,-0.58,0.3062,0.01894,1.0
-25.44,-0.5796,0.306,0.01886,1.0
-25.44,-16.34,0.04877,4.113,0.0
-25.42,-0.579,0.3057,0.01872,1.0
-25.4,-2.883,0.0,0.7153,0.0
-25.4,-0.4429,41.2,0.03784,0.0
-25.39,-0.5786,0.3052,0.01852,1.0
-25.38,-0.578,0.305,0.01845,1.0
-25.38,-17.75,0.0573,4.516,0.0
-25.36,-0.5776,0.3047,0.01831,1.0
-25.34,-0.4404,34.0,0.035,0.0
-25.34,-0.577,0.3044,0.01817,1.0
-25.33,-9.04,0.01637,2.31,0.0
-25.31,-0.5767,0.3042,0.01805,1.0
-25.31,-0.5767,0.304,0.01797,1.0
-25.3,-2.748,1.231e4,0.6807,0.0
-25.3,-16.23,0.04825,4.066,0.0
-25.28,-8.13,6.098,2.146,0.0
-25.27,-0.5757,0.3035,0.0177,1.0
-25.27,-4.156,0.0,1.033,0.0
-25.25,-0.575,0.303,0.01756,1.0
-25.23,-0.5747,0.303,0.0175,1.0
-25.23,-0.5747,0.3027,0.01743,1.0
-25.22,-0.574,0.3027,0.01736,1.0
-25.2,-0.574,0.3025,0.01729,1.0
-25.2,-6.156,1.39e-5,1.494,0.0
-25.19,-7.04,116.75,1.883,0.0
-25.19,-7.78,1.229e3,1.982,0.0
-25.17,-0.573,0.302,0.01701,1.0
-25.16,-3.092,Inf,0.7573,0.0
-25.16,-8.57,0.1067,2.262,0.0
