alpha,Clx,Cly,Clz,Cmx,Cmy,Cmz,CDiff
3.001953125,0.001998438672020676,0.0,0.0969787570519126,-0.0,-0.015324331020493383,0.0,0.0020012698740960767
3.005859375,0.002003089068204043,0.0,0.09709143800640933,-0.0,-0.015342126075934796,0.0,0.00200593327969485
3.0078125,0.002007744831507173,0.0,0.09720411774681628,-0.0,-0.015359920902760721,0.0,0.0020106020973976618
3.01171875,0.0020124059617565547,0.0,0.0973167962717296,-0.0,-0.015377715500705982,0.0,0.002015276327134936
3.015625,0.0020170724587784804,0.0,0.09742947357974553,-0.0,-0.015395509869505416,0.0,0.002019955968837026
3.01953125,0.0020217443223990317,0.0,0.09754214966946022,-0.0,-0.015413304008893885,0.0,0.002024641022434194
3.021484375,0.002026421552444101,0.0,0.09765482453946996,-0.0,-0.015431097918606243,0.0,0.0020293314878566406
3.025390625,0.002031104148739366,0.0,0.09776749818837083,-0.0,-0.0154488915983773,0.0,0.0020340273650344526
3.029296875,0.0020357921111103226,0.0,0.09788017061475937,-0.0,-0.015466685047941938,0.0,0.0020387286538976696
3.033203125,0.002040485439382256,0.0,0.09799284181723183,-0.0,-0.015484478267035038,0.0,0.0020434353543762373
3.037109375,0.0020451841333802485,0.0,0.09810551179438454,-0.0,-0.015502271255391395,0.0,0.002048147466400009
3.0390625,0.002049888192929185,0.0,0.09821818054481389,-0.0,-0.015520064012745936,0.0,0.002052864989898781
3.04296875,0.002054597617853755,0.0,0.09833084806711635,-0.0,-0.015537856538833467,0.0,0.0020575879248022552
3.046875,0.002059312407978451,0.0,0.09844351435988848,-0.0,-0.015555648833388908,0.0,0.002062316271040046
3.048828125,0.002064032563127544,0.0,0.09855617942172655,-0.0,-0.015573440896147142,0.0,0.002067050028541705
3.0546875,0.002068758083125134,0.0,0.09866884325122732,-0.0,-0.01559123272684299,0.0,0.002071789197236686
3.056640625,0.002073488967795094,0.0,0.09878150584698724,-0.0,-0.015609024325211383,0.0,0.002076533777054377
3.060546875,0.002078225216961115,0.0,0.09889416720760284,-0.0,-0.01562681569098718,0.0,0.0020812837679240717
3.064453125,0.002082966830446688,0.0,0.09900682733167097,-0.0,-0.015644606823905286,0.0,0.0020860391697749914
3.06640625,0.0020877138080750922,0.0,0.09911948621778822,-0.0,-0.015662397723700604,0.0,0.0020907999825362828
3.072265625,0.00209246614966941,0.0,0.09923214386455113,-0.0,-0.01568018839010797,0.0,0.002095566206136993
3.07421875,0.0020972238550525327,0.0,0.09934480027055666,-0.0,-0.015697978822862346,0.0,0.0021003378405061064
3.080078125,0.00210198692404714,0.0,0.09945745543440142,-0.0,-0.0157157690216986,0.0,0.002105114885572519
3.08203125,0.0021067553564757245,0.0,0.09957010935468238,-0.0,-0.015733558986351655,0.0,0.0021098973412650426
3.083984375,0.0021115291521605593,0.0,0.09968276202999617,-0.0,-0.015751348716556392,0.0,0.0021146852075124224
3.08984375,0.00211630831092374,0.0,0.09979541345893979,-0.0,-0.01576913821204777,0.0,0.0021194784842433036
3.091796875,0.002121092832587145,0.0,0.09990806364011014,-0.0,-0.01578692747256066,0.0,0.002124277171386267
3.09765625,0.0021258827169724588,0.0,0.10002071257210411,-0.0,-0.01580471649783002,0.0,0.0021290812688698067
3.099609375,0.0021306779639011734,0.0,0.10013336025351875,-0.0,-0.01582250528759072,0.0,0.0021338907766223344
3.1015625,0.0021354785731945653,0.0,0.10024600668295103,-0.0,-0.01584029384157774,0.0,0.002138705694572182
